,CC,CD,DT,EX,IN,JJ,JJR,JJS,LS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
1354,1,1,27,0,16,6,0,1,0,2,25,15,0,9,0,0,1,3,0,0,0,6,6,7,1,9,0,2,3,0,0,6.738095238095238,1,3,2,6,84
1355,3,0,31,0,18,12,1,0,0,4,28,8,1,9,0,0,5,4,0,0,0,4,4,14,2,9,0,1,1,0,0,6.2555555555555555,1,2,3,10,90
1356,2,0,40,0,28,19,0,0,0,3,41,7,0,20,0,0,2,9,0,0,2,13,12,14,4,4,1,0,3,0,1,6.181102362204724,1,2,4,15,127
1357,5,1,21,1,24,18,0,2,0,2,29,9,1,12,0,0,7,10,0,0,1,7,7,10,5,4,5,5,1,0,1,5.743119266055046,1,3,3,12,109
1358,0,0,4,0,9,4,0,0,0,1,3,9,0,5,0,0,2,2,0,0,0,2,2,1,0,2,0,1,0,0,1,6.0,0,2,2,3,30
1359,2,1,24,0,21,10,1,0,0,3,24,18,0,11,0,0,7,8,1,0,0,7,6,12,3,6,2,1,1,0,0,6.117021276595745,0,0,3,8,94
1360,6,0,43,0,31,12,0,0,0,8,33,10,0,28,0,0,9,11,0,0,2,9,17,13,3,4,7,4,4,1,3,5.913669064748201,4,5,4,12,139
1361,2,0,14,0,9,7,0,0,0,0,11,5,0,9,0,0,2,2,0,0,0,4,3,7,0,3,0,1,3,0,1,6.695652173913044,2,1,2,5,46
1362,1,1,35,2,30,14,0,2,0,5,41,22,0,13,0,0,5,13,0,0,1,7,11,12,3,9,1,1,0,0,0,6.169354838709677,0,13,4,15,124
1363,2,1,24,0,25,14,0,1,0,1,28,10,0,15,0,0,5,15,1,1,3,7,5,9,7,7,2,0,0,0,1,6.467889908256881,0,2,3,9,109
1364,9,1,43,1,25,20,1,0,0,4,51,21,0,14,0,0,8,10,1,0,2,15,15,22,6,8,3,2,1,1,3,6.170588235294118,2,5,4,21,170
1365,5,1,34,0,20,16,2,3,0,6,39,23,0,9,0,0,6,6,0,0,2,9,14,11,3,3,0,0,0,0,1,6.349593495934959,1,13,3,14,123
1366,2,0,15,0,12,9,0,0,0,1,16,4,0,6,0,0,5,4,0,0,0,5,5,7,3,0,2,0,0,0,0,5.892857142857143,0,1,2,6,56
1367,1,0,26,0,19,13,0,0,0,10,26,2,0,12,0,0,6,4,1,0,0,15,16,4,2,7,1,4,2,0,1,5.866666666666666,2,1,4,11,90
1368,4,1,21,0,19,13,0,0,0,3,20,13,0,9,0,0,8,14,0,0,2,4,4,13,3,8,0,1,1,0,3,6.670454545454546,0,0,3,7,88
1369,6,2,25,1,21,14,0,1,0,3,29,22,0,11,0,0,7,6,0,0,1,7,10,12,6,3,3,2,0,0,0,5.966386554621849,0,10,3,13,119
1370,1,0,19,0,10,6,0,0,0,3,16,1,0,10,0,0,4,2,0,0,0,5,7,7,1,2,3,2,0,0,1,6.189655172413793,0,1,3,12,58
1371,0,1,9,0,7,2,0,0,0,2,8,2,0,4,0,0,1,3,0,0,0,1,3,5,2,0,0,0,2,0,0,6.833333333333333,0,2,2,5,24
1372,1,0,8,0,9,2,0,1,0,0,10,0,1,3,0,0,6,2,0,0,0,1,1,5,0,0,0,0,0,0,0,5.464285714285714,0,0,1,2,28
1373,2,1,18,0,17,11,0,1,0,3,18,10,1,10,0,0,1,6,0,0,0,3,5,6,3,6,0,2,0,0,0,6.2,0,2,3,7,80
1374,4,2,18,1,18,9,0,2,0,4,28,10,1,11,0,0,1,11,0,0,0,8,8,8,2,3,0,2,1,0,0,5.912087912087912,0,6,4,7,91
1375,1,1,9,1,10,10,0,1,0,3,13,2,0,12,0,0,0,9,0,0,0,6,6,5,4,3,3,2,2,0,0,6.639344262295082,2,1,3,7,61
1376,3,1,11,0,12,4,1,1,0,1,10,14,0,6,0,0,1,7,0,0,0,3,2,5,0,4,1,2,0,1,0,6.280701754385965,1,7,1,6,57
1377,2,1,17,0,18,10,0,0,0,2,20,11,0,12,0,0,8,9,0,0,0,4,5,12,3,3,0,2,4,0,1,6.65,0,2,3,10,80
1378,4,1,21,1,24,13,1,0,0,8,34,14,0,13,1,0,6,9,0,0,1,6,13,12,4,7,0,0,2,0,2,5.939655172413793,2,3,4,16,116
1379,2,1,14,0,17,14,0,0,0,2,11,12,0,9,0,0,3,8,0,0,0,6,6,7,4,0,0,0,0,0,0,6.0,0,2,2,6,65
1380,3,0,11,0,14,4,0,1,0,2,20,11,0,3,0,0,10,5,0,0,0,4,6,8,2,3,1,3,0,1,0,5.90625,1,5,0,9,64
1381,1,1,18,1,8,5,1,2,0,3,19,6,0,6,0,0,3,5,0,0,1,8,9,6,3,5,3,1,0,0,3,6.569230769230769,0,2,2,8,65
1382,6,2,31,0,26,10,0,0,0,2,27,9,1,15,0,0,4,2,0,0,2,11,13,13,2,0,0,0,0,0,2,6.271739130434782,0,2,1,12,92
1383,2,1,32,0,14,6,0,1,0,5,27,12,0,13,0,0,2,8,0,0,0,10,16,18,2,10,1,0,1,0,1,6.355140186915888,1,1,3,17,107
1384,7,1,22,2,20,8,0,0,0,4,34,10,1,8,0,0,6,9,0,0,0,9,14,7,1,1,2,2,1,0,0,6.022222222222222,0,2,3,10,90
1385,1,1,16,0,14,12,0,0,0,2,22,13,0,10,0,0,5,7,0,0,1,10,10,10,5,4,0,2,2,0,0,6.086956521739131,1,0,3,11,92
1386,0,2,32,1,32,15,0,0,0,3,36,26,0,9,0,0,7,3,0,0,0,7,7,17,5,7,3,1,2,0,3,6.0,2,12,3,13,128
1387,1,0,20,0,11,7,0,0,0,3,23,1,0,11,0,0,0,4,0,0,0,7,8,6,0,5,1,0,1,0,0,6.359375,1,2,2,3,64
1388,0,0,22,1,23,10,0,0,0,4,17,15,0,14,0,0,6,11,0,0,0,12,14,14,7,4,1,1,1,0,2,6.447916666666667,0,3,3,10,96
1389,2,1,19,0,17,8,0,0,0,2,24,7,0,3,0,0,2,4,0,0,0,0,2,7,0,0,1,0,0,0,1,6.932203389830509,0,2,3,7,59
1390,3,0,21,0,16,7,0,1,0,0,14,10,0,14,0,0,0,1,0,0,1,8,7,7,4,0,1,0,0,0,1,6.242424242424242,0,0,2,6,66
1391,4,1,25,0,16,7,0,0,0,1,17,14,0,8,0,0,7,7,0,0,3,6,5,9,5,1,1,1,1,0,1,5.616438356164384,1,3,1,10,73
1392,3,0,32,0,21,13,0,0,0,2,27,13,0,10,0,1,6,8,0,0,1,15,16,12,1,3,4,1,0,0,0,5.911764705882353,0,10,3,12,102
1393,3,2,23,0,21,10,0,0,0,5,20,18,0,5,0,0,4,4,0,0,0,9,11,7,2,6,0,1,0,0,0,6.060975609756097,0,12,1,8,82
1394,0,2,25,0,17,11,0,0,0,4,19,10,0,15,0,0,5,5,0,0,2,11,13,10,5,0,1,3,3,0,1,5.825581395348837,0,2,2,9,86
1395,0,0,23,0,20,14,0,0,0,4,21,16,0,14,0,0,1,6,0,0,0,8,11,8,4,5,2,1,0,0,1,6.5638297872340425,0,0,4,11,94
1396,2,2,22,0,17,10,0,0,0,5,24,6,0,8,0,0,1,5,0,0,1,11,14,6,2,7,0,1,0,0,1,6.355263157894737,0,0,3,6,76
1397,6,2,24,0,23,12,1,1,0,3,29,6,0,12,0,0,2,10,0,2,0,6,9,9,1,4,3,7,2,0,0,5.978947368421053,2,2,3,10,95
1398,2,0,26,1,19,11,1,0,0,7,16,11,0,14,0,0,8,6,0,0,0,8,15,10,6,3,3,0,4,0,1,6.275,3,2,3,9,80
1399,1,0,17,0,15,12,0,0,0,2,15,5,0,6,0,0,6,5,0,0,0,3,5,5,1,0,0,1,0,0,1,6.150943396226415,0,3,2,6,53
1400,2,1,20,0,15,9,0,1,0,3,17,9,1,11,0,0,4,4,0,1,0,10,9,8,2,4,0,2,0,0,0,6.227848101265823,0,4,3,7,79
1401,4,0,26,1,34,15,0,0,0,4,27,17,1,20,0,0,1,8,0,0,0,5,8,10,5,5,1,2,1,0,1,6.380530973451328,2,7,3,10,113
1402,1,2,10,0,7,0,2,0,0,2,6,6,0,9,0,0,2,3,0,0,0,5,6,6,2,3,1,1,2,0,0,6.55,0,4,1,6,40
1403,3,1,28,0,22,7,0,1,0,4,27,15,1,10,0,0,3,8,0,0,0,3,7,9,1,3,1,3,0,0,0,6.488888888888889,0,3,3,10,90
1404,0,0,7,0,4,8,0,0,0,2,6,3,0,1,0,0,3,6,0,0,0,2,3,3,0,1,0,0,0,0,0,6.379310344827586,0,0,2,5,29
1405,3,0,16,1,18,10,0,0,0,3,30,14,0,12,0,0,7,4,1,0,1,2,6,7,2,3,3,3,0,0,4,6.263736263736264,3,4,3,8,91
1406,0,1,17,1,19,10,0,1,0,0,21,11,0,7,0,0,3,4,0,0,0,6,5,9,3,0,0,0,1,0,0,5.927536231884058,0,4,2,7,69
1407,3,0,25,2,26,12,0,0,0,5,28,5,0,17,0,0,9,7,1,0,1,7,10,11,4,4,0,1,1,0,1,6.096774193548387,1,1,3,13,93
1408,7,0,27,0,20,9,1,0,0,11,27,15,0,13,0,0,1,8,0,0,0,10,18,5,5,9,1,1,2,0,0,6.2368421052631575,0,11,3,8,114
1409,5,0,30,0,21,12,1,2,0,0,38,28,1,6,0,0,3,5,1,0,0,3,2,12,1,7,3,4,1,0,0,6.026086956521739,1,3,3,13,115
1410,0,0,7,0,3,0,1,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,2,4,0,1,0,1,2,0,0,5.857142857142857,0,0,0,4,14
1411,4,0,18,0,21,12,1,0,0,3,19,13,0,16,0,0,2,6,0,0,0,1,4,10,2,7,1,1,2,0,0,6.482352941176471,1,3,3,9,85
1412,8,1,40,0,54,30,0,0,0,7,44,28,0,34,0,0,7,17,0,0,3,15,19,20,12,7,4,1,2,0,2,6.051546391752577,3,8,3,17,194
1413,2,0,22,0,14,13,0,1,0,3,31,5,0,12,0,0,2,6,0,0,0,12,13,5,2,5,1,1,1,0,0,6.373626373626373,0,0,2,8,91
1414,2,0,17,0,13,9,1,0,0,4,13,2,0,10,0,0,4,4,0,0,1,4,6,5,4,3,2,0,2,0,0,6.127272727272727,0,3,3,7,55
1415,3,1,32,1,27,16,0,1,0,4,32,10,1,17,0,0,8,13,0,0,3,12,14,14,5,6,1,3,2,0,1,6.183206106870229,1,3,4,14,131
1416,2,0,33,0,21,8,2,0,0,2,20,12,0,18,0,0,4,5,0,0,0,10,13,14,1,0,0,0,0,0,1,6.133333333333334,0,3,2,10,90
1417,5,0,21,0,20,21,0,0,0,6,17,21,0,16,0,0,7,16,0,0,0,10,14,6,7,3,5,6,2,0,1,5.587786259541985,1,5,4,12,131
1418,2,0,21,0,15,15,0,0,0,5,14,8,1,11,0,0,0,11,0,0,1,10,13,10,2,2,0,0,1,0,1,6.0,2,3,3,9,75
1419,7,0,22,0,17,15,0,0,0,3,18,17,0,14,0,0,3,5,0,0,2,7,7,7,7,2,0,1,1,0,1,6.22680412371134,1,3,3,11,97
1420,5,0,29,0,23,16,0,1,0,7,25,23,0,10,0,0,7,9,0,0,1,9,12,7,4,2,1,6,3,0,2,5.982456140350878,5,6,3,10,114
1421,4,2,34,0,39,9,0,1,0,1,48,9,0,11,0,0,3,13,1,0,0,4,4,16,3,7,1,5,1,1,0,6.316666666666666,0,4,3,12,120
1422,1,0,5,0,6,2,0,1,0,1,6,5,0,1,0,0,4,3,0,0,0,3,4,5,1,4,0,0,1,0,0,6.37037037037037,0,0,0,3,27
1423,6,0,45,0,31,15,0,1,0,3,42,11,0,14,0,0,5,6,1,0,0,9,10,18,2,8,1,0,3,0,1,6.4765625,0,2,3,10,128
1424,2,0,12,0,11,12,0,0,0,2,9,6,0,9,0,0,4,5,0,0,0,5,7,2,0,0,0,1,0,0,0,6.212765957446808,0,4,3,4,47
1425,2,2,38,0,32,19,1,0,0,5,36,15,0,13,0,0,7,10,1,0,0,8,9,9,1,8,4,4,1,0,2,6.151515151515151,1,1,3,11,132
1426,6,0,32,0,24,15,0,0,0,2,23,16,0,12,0,0,1,1,0,0,0,5,6,12,0,6,0,2,0,0,0,6.673684210526316,0,2,4,11,95
1427,5,0,25,0,23,11,0,1,0,3,29,15,0,14,0,0,1,4,0,0,2,10,12,11,3,7,0,1,0,0,1,6.490196078431373,0,1,3,9,102
1428,1,0,12,0,8,7,0,0,0,2,11,2,0,8,0,0,1,0,0,0,0,7,7,4,1,2,3,0,0,0,1,7.162790697674419,0,6,2,6,43
1429,1,0,3,0,2,2,0,0,0,0,0,3,0,5,0,0,0,1,0,0,0,1,1,2,1,0,0,0,1,0,0,6.533333333333333,0,0,0,2,15
1430,2,0,30,1,26,13,0,1,0,6,36,14,0,22,0,0,3,8,0,1,1,11,17,15,6,7,0,3,2,0,0,5.648648648648648,1,3,4,12,148
1431,2,0,16,0,14,9,1,1,0,2,11,6,0,12,0,0,7,7,0,0,1,4,6,10,3,1,0,3,1,0,1,6.03125,1,0,3,9,64
1432,0,0,32,1,22,7,0,1,0,5,24,15,0,5,0,0,5,9,1,0,0,6,10,7,3,6,1,4,1,0,2,6.241379310344827,1,4,3,8,87
1433,3,3,20,0,28,8,1,1,0,1,32,14,1,13,0,0,5,10,0,1,0,4,4,15,3,10,0,3,0,0,3,6.111111111111111,0,9,3,9,108
1434,4,1,21,1,15,11,1,0,0,2,18,22,0,12,0,0,5,12,0,0,0,7,9,8,3,2,4,7,2,0,1,6.415094339622642,2,12,3,14,106
1435,3,0,19,0,17,9,0,1,0,7,31,18,1,12,0,0,2,13,0,0,0,10,12,9,4,6,0,2,1,0,0,6.378378378378378,1,2,4,11,111
1436,2,1,14,0,18,5,0,0,0,1,16,7,0,12,0,0,3,3,0,0,0,7,7,8,2,1,2,0,1,0,0,6.7894736842105265,0,7,2,6,57
1437,1,1,30,0,28,7,2,0,0,4,28,24,0,15,0,0,5,4,0,0,0,8,11,12,2,4,0,0,1,0,2,6.336363636363636,0,5,3,9,110
1438,1,2,36,1,31,12,0,1,0,4,38,19,0,13,0,0,5,11,0,0,0,10,11,8,3,5,3,7,1,0,1,6.323076923076923,1,5,4,13,130
1439,3,0,18,1,13,11,0,0,0,3,21,15,0,2,0,0,8,7,0,0,1,5,8,10,3,1,0,4,0,0,1,5.652777777777778,0,11,3,9,72
1440,6,0,23,0,19,8,2,1,0,2,33,12,0,12,0,0,2,13,0,0,0,9,11,10,3,11,1,0,0,0,0,6.456310679611651,0,2,3,14,103
1441,4,1,24,0,21,16,0,2,0,5,25,15,0,16,0,0,3,9,0,0,0,5,9,8,8,5,1,1,1,0,1,6.414414414414415,0,2,4,12,111
1442,0,0,14,0,6,2,0,1,0,3,7,2,0,4,0,0,4,2,0,0,1,2,5,9,2,3,1,0,0,0,0,6.371428571428571,0,1,2,8,35
1443,5,1,30,1,24,11,0,3,0,5,34,20,1,16,0,0,5,5,0,0,0,13,13,17,0,5,1,1,1,0,1,6.224,0,1,4,14,125
1444,3,1,21,2,15,14,0,0,0,5,24,10,0,11,0,0,3,13,0,0,1,6,11,11,3,7,0,0,0,0,0,6.258064516129032,0,5,4,16,93
1445,2,1,23,1,17,10,0,0,0,3,20,0,0,11,0,0,2,7,0,0,0,7,7,11,2,6,0,0,3,0,0,6.27536231884058,0,2,3,9,69
1446,1,0,18,1,19,13,0,1,0,3,20,14,0,9,0,0,5,5,1,0,0,5,6,10,2,3,0,1,0,0,1,6.038461538461538,1,1,3,8,78
1447,5,2,19,0,22,9,0,0,0,4,35,12,0,10,0,0,7,8,0,0,0,10,12,10,3,6,1,3,0,0,1,6.295918367346939,0,6,2,10,98
1448,0,0,8,0,7,6,0,1,0,0,9,8,0,6,0,0,1,3,0,0,0,2,0,3,3,0,0,1,0,0,0,5.975,0,0,2,5,40
1449,1,0,10,0,10,5,0,0,0,6,15,21,0,1,0,0,2,2,0,0,0,3,6,2,1,1,0,1,1,0,0,5.381818181818182,0,11,3,6,55
1450,5,1,29,0,26,14,0,1,0,4,30,25,0,17,0,0,1,5,0,0,0,12,12,10,6,7,1,0,0,0,1,6.294117647058823,1,0,3,12,119
1451,1,1,12,0,13,4,0,0,0,0,12,5,0,14,0,0,2,4,0,0,1,5,5,6,4,1,1,0,0,0,0,6.452830188679245,0,0,2,5,53
1452,2,2,22,1,19,15,0,0,0,5,27,12,0,14,0,0,7,11,0,0,0,7,9,10,4,3,2,1,1,0,0,6.242718446601942,0,2,4,12,103
1453,5,0,26,1,14,10,0,0,0,3,26,7,0,15,0,0,4,8,0,0,1,6,8,9,6,4,0,0,0,0,1,6.336842105263158,0,2,3,10,95
1454,2,0,12,0,11,5,0,0,0,3,9,6,0,7,0,0,8,2,0,0,1,1,4,7,0,1,3,1,1,0,1,5.755102040816326,0,3,1,6,49
1455,1,0,3,0,3,0,0,0,0,0,1,0,0,3,0,0,1,2,0,0,0,0,0,3,0,2,0,0,0,0,1,6.222222222222222,1,1,1,2,9
1456,0,1,25,0,14,7,0,0,0,4,18,14,0,8,0,0,7,10,0,0,0,7,8,9,4,2,2,0,1,0,1,5.6455696202531644,0,4,3,9,79
1457,1,1,22,0,15,3,0,0,0,1,19,12,0,3,0,0,0,3,0,0,2,7,8,9,0,1,1,0,0,0,0,5.758620689655173,0,5,2,5,58
1458,4,1,12,2,16,15,0,0,0,3,17,12,0,12,0,0,5,11,0,0,0,7,11,9,4,3,2,1,2,0,0,5.659090909090909,1,3,3,9,88
1459,4,2,23,0,11,16,0,0,0,2,30,7,0,9,0,0,1,4,0,0,0,6,7,9,5,4,3,1,1,0,0,6.836956521739131,0,2,3,8,92
1460,7,0,41,0,28,17,1,1,0,4,47,28,1,19,0,0,0,10,0,1,0,8,11,13,6,9,2,2,0,0,2,6.825,0,10,4,24,160
1461,8,2,27,0,28,9,0,0,0,6,30,24,0,21,0,0,1,5,0,0,0,13,14,8,6,8,1,0,0,0,2,6.17741935483871,0,8,4,10,124
1462,3,1,22,0,22,11,1,1,0,5,20,24,0,11,0,0,3,11,1,0,0,4,6,7,1,4,2,2,1,0,1,6.282608695652174,1,5,3,10,92
1463,2,1,22,1,21,15,0,1,0,4,25,11,0,13,0,0,3,10,0,0,0,7,9,13,10,6,4,0,3,0,2,6.375,2,7,3,11,104
1464,0,0,23,1,19,14,0,0,0,3,33,7,0,7,0,0,2,4,0,0,0,9,7,8,3,4,0,2,0,0,1,5.848837209302325,0,9,2,10,86
1465,3,1,27,2,17,12,0,1,0,7,25,10,1,11,0,0,5,7,0,0,0,13,19,14,2,6,0,2,1,0,1,6.242718446601942,1,1,3,12,103
1466,4,0,16,0,23,14,0,2,0,3,16,14,0,11,0,0,2,9,0,0,0,5,6,8,5,8,0,4,2,1,0,6.448275862068965,2,5,4,10,87
1467,5,0,31,0,28,14,0,1,0,4,39,13,0,16,0,0,5,5,0,0,0,7,8,12,5,2,1,0,3,0,0,6.305084745762712,0,2,3,11,118
1468,3,0,23,1,19,13,0,2,0,4,28,15,0,8,0,0,4,6,1,0,0,4,3,11,4,3,0,1,0,0,1,5.978260869565218,0,8,3,11,92
1469,5,4,33,0,34,16,0,1,0,9,32,21,1,15,0,0,5,10,1,0,0,10,16,9,3,8,3,5,0,0,0,6.408759124087592,0,5,4,13,137
1470,3,0,35,2,27,18,0,1,0,5,38,17,0,14,0,0,3,12,0,0,0,12,12,9,4,6,2,3,1,0,0,6.022222222222222,1,4,4,14,135
1471,1,0,24,1,21,16,0,0,0,3,24,8,0,14,0,0,6,9,0,0,0,8,12,9,3,2,0,0,1,0,0,5.711340206185567,0,2,3,7,97
1472,0,3,18,1,18,7,1,0,0,7,19,9,0,9,0,0,2,5,0,0,1,7,12,5,2,5,0,1,1,0,0,5.8088235294117645,0,0,2,9,68
1473,3,0,18,1,13,12,0,1,0,5,14,13,0,15,0,0,3,4,0,0,0,6,11,7,4,0,0,0,0,0,0,6.269230769230769,0,2,3,11,78
1474,0,2,23,0,16,6,0,0,0,3,25,12,0,12,0,0,1,3,0,0,0,5,7,6,1,5,0,5,1,0,3,6.083333333333333,1,3,2,9,84
1475,2,0,16,1,14,10,0,0,0,1,12,2,0,10,0,0,0,1,0,0,0,2,3,4,1,3,1,0,1,0,0,6.585365853658536,1,0,2,5,41
1476,0,1,4,0,10,3,1,1,0,3,12,5,0,3,0,0,3,5,0,0,0,1,3,5,0,7,0,0,1,0,1,6.325,0,0,2,2,40
1477,1,2,13,1,6,4,0,0,0,0,12,9,0,10,0,0,1,2,0,0,1,6,5,7,1,1,2,1,0,0,0,6.6415094339622645,0,0,1,5,53
1478,1,0,16,0,13,3,0,1,0,3,20,7,0,10,0,0,1,2,0,0,0,7,8,6,2,2,1,2,0,0,0,6.433333333333334,0,0,3,5,60
1479,2,0,5,0,6,3,0,0,0,2,5,4,0,4,0,0,3,3,0,0,0,2,3,3,1,1,3,0,0,0,0,5.517241379310345,0,1,1,3,29
1480,1,1,19,0,9,3,0,0,0,3,14,3,0,8,0,0,4,8,0,0,0,4,6,7,0,6,1,0,1,0,0,6.28,1,2,2,6,50
1481,2,0,7,0,10,6,1,0,0,0,9,7,0,5,0,0,2,1,0,0,1,2,3,1,0,0,4,1,0,0,0,6.083333333333333,0,1,1,2,36
1482,0,0,17,0,9,8,0,1,0,1,17,6,0,5,0,0,1,3,0,0,0,2,1,6,1,0,0,0,2,0,0,5.895833333333333,0,1,2,5,48
1483,4,1,29,0,17,11,0,0,0,3,25,11,0,12,0,0,9,7,0,0,2,10,10,9,5,1,3,1,4,0,1,6.36144578313253,0,1,3,10,83
1484,6,0,30,1,22,13,0,0,0,4,35,20,0,11,0,0,3,8,0,0,0,8,9,14,4,7,2,1,3,0,1,6.512605042016807,3,1,3,12,119
1485,4,2,21,1,21,10,0,0,0,5,36,23,0,16,0,0,4,4,0,0,1,8,8,5,6,4,2,3,1,0,3,6.338983050847458,2,6,2,13,118
1486,3,0,25,2,21,12,0,0,0,5,26,6,1,13,0,0,3,10,0,1,1,11,14,10,2,1,0,0,2,0,0,5.98936170212766,1,2,3,12,94
1487,6,0,43,0,27,25,0,0,0,10,32,21,0,15,0,0,0,10,0,0,1,14,17,7,4,6,2,1,0,0,1,6.160839160839161,0,3,3,15,143
1488,4,1,19,0,19,14,0,1,0,4,24,14,0,18,0,0,4,5,0,0,1,12,11,5,4,5,2,4,1,0,0,6.462962962962963,1,8,4,10,108
1489,1,0,23,0,25,23,0,0,0,3,28,17,0,13,0,0,1,6,0,0,1,10,5,5,6,11,0,0,2,0,1,6.669811320754717,2,5,3,9,106
1490,1,1,17,1,19,12,0,0,0,3,16,17,0,13,0,0,2,6,0,0,0,8,9,7,7,2,2,0,0,0,0,6.336842105263158,0,6,3,10,95
1491,1,1,8,0,9,8,0,0,0,0,11,1,0,7,0,0,3,4,0,0,0,4,2,6,0,4,2,1,1,0,0,6.0476190476190474,1,3,2,6,42
1492,1,0,1,0,2,3,0,0,0,0,6,0,0,1,0,0,1,2,0,0,0,2,2,2,0,0,1,0,1,0,0,5.5,0,0,0,3,16
1493,2,0,25,0,27,18,0,0,0,3,22,11,0,9,0,0,11,11,0,0,1,4,5,14,4,4,1,6,3,1,0,6.0,3,4,3,13,98
1494,0,0,5,0,7,3,0,0,0,0,3,3,0,4,0,0,2,5,0,0,1,5,5,3,3,0,1,0,0,0,0,5.448275862068965,0,2,1,2,29
1495,3,0,20,0,20,16,0,0,0,9,26,14,0,11,0,0,3,10,2,0,1,4,10,7,6,2,1,0,1,0,2,5.911111111111111,2,0,3,8,90
1496,0,1,18,0,13,8,0,0,0,3,20,8,0,10,0,0,2,4,0,0,0,6,6,7,2,7,1,1,0,0,1,6.24,0,3,2,7,75
1497,5,2,21,0,22,11,0,0,0,7,24,4,0,11,0,0,15,10,0,0,2,10,13,12,3,8,2,1,1,2,2,5.655555555555556,4,4,2,10,90
1498,3,2,25,1,10,4,1,0,0,5,15,31,0,5,0,0,7,8,0,0,1,7,8,8,2,1,1,0,0,1,1,6.0,1,18,3,11,85
1499,3,1,22,0,25,15,0,1,0,6,29,28,1,16,0,0,4,8,0,1,1,14,13,5,4,11,1,0,1,0,0,6.626984126984127,0,10,4,13,126
1500,0,2,11,0,18,5,2,1,0,2,15,10,0,6,0,0,6,6,0,0,0,1,4,10,0,6,0,0,1,0,0,6.140350877192983,1,3,2,6,57
1501,2,3,12,0,15,7,0,1,0,1,19,38,0,7,0,0,3,6,0,0,1,5,2,10,3,3,1,0,0,0,0,5.86734693877551,0,12,3,9,98
1502,1,1,21,1,13,3,0,0,0,3,23,1,0,9,0,0,4,5,0,0,1,6,8,7,1,6,2,4,1,0,0,6.279411764705882,0,0,2,7,68
1503,2,0,9,1,8,6,0,0,0,1,9,4,0,8,0,0,1,3,1,0,0,3,3,4,3,1,0,0,0,0,0,6.513513513513513,0,1,2,4,37
1504,2,1,17,0,20,10,0,0,0,2,16,19,1,13,0,0,6,9,0,1,0,4,6,10,3,6,2,0,0,0,2,5.831460674157303,1,2,3,10,89
1505,2,0,22,2,15,15,0,0,0,5,22,8,0,8,0,0,4,10,0,0,0,9,9,3,5,4,3,0,1,0,1,6.244186046511628,2,1,3,9,86
1506,8,3,54,0,40,27,3,0,0,14,61,24,1,22,0,0,9,16,0,0,1,12,19,14,11,12,1,2,3,0,2,6.052884615384615,2,1,4,25,208
1507,2,0,17,0,19,12,0,2,0,2,25,9,0,14,0,0,5,8,0,0,2,11,12,9,5,3,0,2,1,0,0,5.968421052631579,0,1,3,10,95
1508,1,1,12,0,9,5,0,0,0,3,4,13,0,6,0,0,4,3,0,0,1,3,6,6,2,2,1,1,0,0,2,6.0,0,2,2,6,45
1509,2,0,11,0,10,8,0,0,0,2,14,2,0,4,0,0,2,4,0,0,1,5,7,3,1,4,3,0,1,0,0,5.674418604651163,1,5,2,5,43
1510,2,1,21,0,15,18,0,0,0,4,20,17,0,13,0,0,2,7,0,0,2,9,10,12,4,1,2,0,1,0,2,5.3119266055045875,1,12,3,9,109
1511,3,1,28,0,19,11,0,0,0,3,24,25,0,14,0,0,5,9,0,0,2,10,10,9,6,2,1,0,0,1,2,6.405405405405405,2,4,2,10,111
1512,2,0,25,0,18,12,0,0,0,3,35,13,0,10,0,0,4,9,0,0,0,6,9,6,2,3,3,3,2,0,1,5.980769230769231,1,2,3,13,104
1513,1,0,2,0,5,2,0,1,0,0,2,5,0,1,0,0,3,2,0,0,0,2,2,2,1,1,1,0,0,0,0,5.764705882352941,0,2,0,2,17
1514,3,1,27,0,19,10,0,0,0,3,30,13,0,14,0,0,0,5,0,0,1,11,10,6,3,6,2,2,1,0,0,6.37,1,5,1,7,100
1515,3,2,10,1,9,6,0,0,0,1,11,4,0,7,0,0,2,3,0,0,2,5,5,6,0,3,1,2,0,0,1,5.74468085106383,1,1,2,6,47
1516,3,4,32,3,25,18,0,2,0,5,39,14,0,11,0,0,4,9,0,0,1,6,10,8,4,2,2,1,1,0,1,6.6371681415929205,1,9,3,8,113
1517,3,1,28,0,35,21,0,1,0,2,25,13,1,17,0,0,9,9,0,0,0,7,9,18,4,6,0,2,2,0,0,6.435897435897436,1,2,3,9,117
1518,7,3,29,1,23,13,2,0,0,5,49,24,0,9,0,0,7,17,0,0,0,4,7,13,2,5,0,7,0,0,1,6.625954198473282,0,10,3,12,131
1519,2,1,12,0,15,3,2,0,0,1,21,8,0,7,0,0,5,2,0,0,0,5,5,6,0,3,0,1,0,0,0,5.810344827586207,0,3,1,6,58
1520,3,1,9,1,13,7,0,1,0,3,17,11,0,10,0,0,2,10,0,0,0,7,9,6,4,2,4,1,2,0,2,6.2,1,5,3,6,75
