,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,PDT,PRP,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
1361,7,0,11,0,19,10,0,0,3,30,6,0,15,0,16,14,0,0,3,8,0,11,1,3,5,9,4,1,1,3,4.739130434782608,2,23,2,15,115
1362,11,1,31,2,28,17,1,0,3,39,5,0,16,1,18,12,0,0,4,5,0,7,6,6,8,7,5,3,1,2,4.884892086330935,1,12,3,12,139
1363,6,0,11,0,23,17,1,0,6,16,16,0,18,0,26,12,0,0,1,11,0,14,3,0,8,18,2,4,1,4,5.873015873015873,2,19,3,15,126
1364,15,1,29,1,34,22,3,0,18,40,32,0,13,0,28,20,0,0,3,8,0,24,2,8,9,14,7,3,2,0,5.197115384615385,2,29,4,22,208
1365,3,0,6,0,1,3,0,0,3,6,0,0,3,0,4,1,0,0,1,0,0,4,0,0,0,0,2,0,0,0,4.3,0,4,1,5,20
1366,23,1,44,3,65,46,1,1,17,82,24,0,43,0,49,21,0,0,5,21,0,34,4,1,7,22,27,4,17,2,5.69283276450512,13,23,4,28,293
1367,15,4,51,0,54,22,1,0,18,60,5,0,25,0,58,21,0,0,6,20,0,40,10,1,18,30,7,3,9,7,4.9271255060728745,7,9,4,17,247
1368,10,0,24,4,31,12,2,0,3,16,5,0,22,2,17,12,0,0,1,10,0,18,6,5,4,18,7,0,6,0,5.267716535433071,5,5,3,10,127
1369,4,0,20,1,18,7,0,1,1,23,4,0,12,1,18,5,0,0,1,4,0,4,5,5,5,9,9,1,3,1,5.31,3,4,3,11,100
1370,10,0,16,0,39,15,3,0,17,41,4,0,34,0,30,16,1,0,1,16,0,32,3,4,8,10,5,0,2,2,5.070707070707071,2,9,3,19,198
1371,13,2,22,3,36,16,1,1,9,43,16,0,23,0,19,14,0,0,0,6,0,20,6,9,15,11,15,3,0,1,5.355,0,13,3,19,200
1372,16,2,67,2,66,24,0,2,11,86,14,2,49,0,34,29,0,0,4,14,0,25,3,16,4,18,25,5,2,1,4.899676375404531,2,10,4,27,309
1373,20,11,73,2,65,31,2,0,14,109,26,0,41,0,22,39,0,0,3,25,0,43,4,7,13,12,32,9,1,2,5.169047619047619,5,24,5,38,420
1374,15,0,32,11,46,15,2,1,17,57,4,0,38,0,19,28,0,0,0,15,0,35,3,5,2,17,17,3,3,5,5.624434389140271,6,5,4,26,221
1375,3,0,4,0,7,3,0,0,3,9,0,0,5,0,16,3,0,0,1,4,0,9,0,1,1,9,0,1,1,1,4.5588235294117645,1,5,2,2,34
1376,13,1,29,0,41,19,1,1,6,50,12,0,28,1,21,15,0,1,3,7,0,14,5,7,6,13,12,0,0,5,5.5,2,6,3,18,188
1377,23,0,83,1,103,43,0,1,15,113,11,2,72,0,21,28,1,0,0,24,0,31,10,8,21,18,12,6,4,0,6.55858310626703,9,4,6,32,367
1378,4,0,9,0,6,4,0,1,6,13,4,0,9,0,14,5,1,0,0,6,0,11,1,3,1,7,5,1,2,4,3.942857142857143,2,13,2,10,70
1379,9,0,9,0,18,16,0,0,5,26,1,0,13,0,17,13,0,0,0,7,0,9,3,4,5,17,3,2,4,0,5.310679611650485,4,9,3,6,103
1380,21,0,42,1,45,19,0,1,13,43,12,0,36,0,41,23,1,0,3,12,0,27,9,4,21,26,12,4,8,2,5.300884955752212,7,15,4,17,226
1381,16,4,43,0,41,14,1,1,17,40,25,0,33,0,30,19,2,1,7,8,0,34,7,3,12,17,5,6,0,1,5.466367713004484,0,36,3,26,223
1382,11,2,18,0,23,12,0,0,7,25,5,0,12,0,16,19,0,0,3,7,0,16,3,5,7,0,15,0,3,1,6.474747474747475,3,1,3,9,99
1383,32,0,34,0,36,29,5,1,20,76,14,0,23,0,40,18,3,0,1,14,0,34,5,10,7,16,29,1,7,8,5.386440677966101,7,10,4,50,295
1384,6,0,10,1,14,3,0,0,2,25,4,0,11,0,16,5,0,0,1,1,0,4,3,0,2,10,2,1,0,1,4.494252873563219,0,15,2,10,87
1385,33,0,20,0,41,29,2,1,1,30,2,0,36,0,83,16,0,0,1,6,0,8,30,18,0,33,3,1,3,10,4.1387755102040815,9,11,3,16,245
1386,8,2,19,1,21,11,0,0,5,29,4,1,20,0,21,7,0,0,0,3,0,10,12,2,5,9,2,2,4,2,5.254901960784314,6,9,2,9,102
1387,27,1,68,2,47,18,0,1,14,87,14,0,45,1,30,33,0,0,6,15,0,35,10,9,8,24,18,7,4,2,5.2714776632302405,5,23,4,28,291
1388,18,2,35,0,48,22,0,0,4,54,18,1,19,0,27,23,0,0,3,15,0,15,10,12,4,17,10,2,4,2,5.218009478672986,5,19,4,21,211
1389,21,2,46,0,62,31,1,2,8,58,7,0,48,0,44,15,0,1,1,20,0,30,8,8,5,26,10,2,5,1,4.731884057971015,3,10,4,23,276
1390,5,0,35,0,32,12,0,1,6,36,5,0,21,1,15,9,0,0,3,13,0,14,0,7,3,22,9,4,1,3,4.093959731543624,1,8,3,11,149
1391,4,3,3,0,14,6,0,0,1,33,1,0,16,0,33,12,0,0,0,13,0,15,1,1,2,15,10,0,0,6,4.419847328244275,1,35,1,16,131
1392,31,8,57,3,60,29,0,2,9,96,13,0,19,0,74,31,0,0,1,30,0,41,7,6,6,43,19,1,4,1,4.533980582524272,5,28,4,33,309
1393,13,0,42,8,51,30,1,0,17,59,16,0,47,0,50,38,0,0,3,19,0,37,6,11,13,29,23,2,3,1,5.244372990353698,2,10,4,38,311
1394,4,2,34,1,35,12,0,0,10,37,7,0,30,0,24,24,0,0,1,6,0,16,8,5,5,15,6,2,0,1,5.2628571428571425,1,7,4,19,175
1395,18,2,16,2,32,20,0,0,11,45,2,0,14,0,31,19,0,0,3,11,0,21,5,5,8,15,14,4,9,0,5.503267973856209,9,4,4,10,153
1396,1,0,8,1,5,4,0,0,0,13,0,0,0,0,6,4,0,0,0,2,0,4,1,0,0,2,0,1,0,1,4.074074074074074,1,3,1,2,27
1397,22,0,44,0,57,21,1,2,12,59,14,0,42,0,35,27,3,0,4,10,0,22,3,7,8,27,8,4,5,4,5.571428571428571,7,10,4,18,252
1398,9,1,38,0,33,20,1,2,18,52,19,0,34,0,13,22,0,0,3,11,0,28,0,8,5,10,11,2,2,1,5.614678899082569,3,7,3,27,218
1399,20,1,47,0,70,19,1,0,8,66,33,0,16,0,50,20,1,0,2,8,0,13,7,6,11,20,23,1,9,0,5.259911894273127,9,38,4,18,227
1400,22,2,49,0,49,26,3,0,8,66,10,0,43,0,41,22,0,0,7,15,0,27,12,11,6,26,10,2,4,5,3.98125,5,18,3,31,320
1401,24,6,55,2,62,36,2,0,21,78,35,0,51,0,35,41,2,0,3,22,0,48,8,15,9,21,26,4,6,1,5.400537634408602,6,36,4,26,372
1402,20,3,39,7,59,36,1,4,11,44,8,0,48,1,26,14,0,1,2,13,0,24,2,4,20,17,20,4,4,1,5.419491525423729,5,3,3,22,236
1403,14,1,37,6,50,29,1,0,11,60,17,0,41,0,49,17,0,0,3,20,0,23,3,8,2,27,7,4,1,5,5.1505791505791505,3,38,3,29,259
1404,2,0,3,0,5,5,0,0,4,3,0,0,5,0,4,4,0,0,0,1,0,5,0,0,3,2,0,0,0,0,5.666666666666667,0,1,2,3,24
1405,6,0,11,0,16,12,1,0,7,27,6,0,18,0,13,10,0,0,1,5,0,12,0,0,3,12,1,0,0,0,5.212765957446808,0,10,3,9,94
1406,10,3,39,2,56,15,4,0,17,52,4,0,37,0,35,31,3,2,0,14,0,27,6,9,15,20,11,0,8,1,5.495535714285714,8,12,4,26,224
1407,11,0,40,0,42,26,3,2,8,67,10,1,31,0,16,21,1,0,2,8,0,15,3,13,8,8,9,2,1,1,4.9105691056910565,2,13,4,19,246
1408,24,1,37,8,75,24,0,0,16,35,1,0,37,0,80,29,1,1,4,18,0,39,3,14,7,46,10,8,2,5,4.148,6,31,3,24,250
1409,5,0,9,0,19,11,0,0,10,15,3,1,23,0,29,4,1,0,8,6,0,14,3,2,4,18,4,2,2,3,4.663934426229508,1,14,3,12,122
1410,20,0,59,3,47,28,0,1,22,82,12,0,36,0,51,24,0,0,1,33,0,48,7,13,24,13,27,4,5,3,5.324159021406728,6,13,4,29,327
1411,9,0,45,0,36,24,1,3,8,44,9,1,31,0,31,15,0,0,5,11,0,21,2,7,5,19,10,3,3,2,5.0476190476190474,3,13,4,18,189
1412,13,2,30,7,33,21,1,0,11,41,9,0,24,0,29,18,1,0,2,6,0,19,7,5,12,26,12,3,5,2,4.975,5,9,4,19,200
1413,13,3,34,1,40,22,1,1,5,32,14,1,30,0,38,25,0,0,2,18,0,27,2,6,4,31,8,1,2,1,5.084158415841584,2,15,3,28,202
1414,34,0,65,3,93,23,1,0,17,92,62,1,76,0,76,47,1,0,7,25,0,47,12,12,15,66,13,9,10,7,4.942418426103647,10,54,5,48,521
1415,25,0,39,1,75,27,0,0,9,50,13,1,48,0,63,40,1,0,1,18,0,25,5,17,10,49,10,2,5,4,4.859016393442623,5,15,3,29,305
1416,16,1,50,0,42,22,4,0,10,56,4,2,25,1,15,21,1,0,2,18,0,25,3,8,5,13,18,1,6,2,5.26,8,7,4,18,200
1417,13,3,28,2,29,5,3,1,16,42,5,0,11,1,24,10,3,0,6,12,0,25,0,5,4,6,6,2,1,1,4.4520547945205475,2,12,3,15,146
1418,9,3,26,1,31,21,1,0,5,40,6,0,28,0,14,10,1,0,0,7,0,13,2,8,4,8,12,2,2,3,5.764331210191083,3,7,4,15,157
1419,11,0,44,0,53,23,1,0,10,47,9,1,44,0,26,17,0,0,1,8,0,18,6,4,9,27,6,7,3,4,5.091787439613527,5,17,3,18,207
1420,21,2,67,4,85,36,3,1,15,102,9,1,62,0,49,26,1,1,6,28,0,39,3,14,11,36,12,7,1,6,5.237569060773481,3,14,4,31,362
1421,11,0,26,4,34,19,2,0,12,34,3,0,27,0,38,22,1,0,3,10,1,16,13,4,4,16,2,2,1,7,4.7368421052631575,3,9,3,16,171
1422,4,1,28,0,27,16,1,0,5,47,4,2,24,0,5,10,0,0,1,15,0,13,1,7,3,6,6,0,3,0,5.913907284768212,3,3,4,18,151
1423,34,9,72,0,104,63,2,1,14,116,38,1,58,0,61,27,0,0,7,32,0,36,37,14,28,14,18,6,10,7,5.70230607966457,10,28,5,42,477
1424,9,1,31,3,37,16,2,0,10,35,13,0,18,0,27,19,0,0,9,11,0,22,5,7,5,26,3,0,0,2,5.355263157894737,1,18,3,18,152
1425,11,1,40,2,40,26,4,1,16,49,13,1,25,0,31,24,2,0,4,8,0,25,10,6,10,20,7,1,3,3,5.589041095890411,2,12,4,23,219
1426,31,0,39,1,47,35,3,1,6,62,17,0,38,0,37,23,1,1,4,13,0,21,11,9,5,22,15,1,5,4,4.975352112676056,7,35,4,28,284
1427,9,0,37,0,33,20,0,0,17,59,6,0,19,0,12,14,0,0,1,7,0,21,1,7,11,3,10,0,1,1,5.936046511627907,2,2,4,20,172
1428,13,2,44,1,49,28,1,0,14,59,6,0,32,0,20,17,0,0,5,22,0,30,7,5,11,20,5,4,4,3,5.442982456140351,6,6,4,20,228
1429,18,1,31,1,50,29,2,2,8,42,11,0,30,0,43,3,0,0,2,17,0,23,2,7,1,28,8,4,3,1,5.041666666666667,2,8,3,14,192
1430,10,0,24,0,23,15,1,0,8,36,11,0,19,0,20,17,0,0,3,2,0,15,2,6,11,10,8,1,2,6,5.439490445859873,3,14,3,14,157
1431,10,2,38,8,46,27,4,1,10,55,11,0,35,0,17,22,0,1,2,16,0,27,3,3,7,20,5,3,3,0,4.932203389830509,3,24,3,19,236
1432,12,4,47,0,82,35,2,1,23,78,15,0,55,0,47,49,2,0,2,23,0,49,11,10,15,16,17,3,3,3,5.3342857142857145,2,14,4,27,350
1433,19,0,30,2,54,27,5,0,6,62,6,1,42,0,15,20,0,0,2,10,0,15,1,11,12,17,9,0,1,1,6.116071428571429,1,17,4,18,224
1434,1,1,31,2,39,14,2,1,7,36,15,0,24,0,12,18,0,0,1,10,0,16,4,6,12,13,8,1,2,2,5.9714285714285715,3,14,5,20,175
1435,19,0,33,0,48,26,2,0,12,55,15,2,30,0,26,22,1,0,1,18,0,31,5,10,9,17,11,5,2,1,5.365957446808511,2,10,4,23,235
1436,21,1,59,1,72,27,4,3,7,96,13,1,41,0,57,15,3,0,6,11,0,25,22,8,9,20,19,1,2,3,5.210059171597633,3,11,4,31,338
1437,8,4,52,3,52,12,2,0,22,49,6,0,38,0,48,14,0,0,5,6,0,33,1,3,6,21,20,3,4,5,4.1891891891891895,6,7,4,23,259
1438,9,5,39,4,53,28,0,0,8,54,22,1,43,1,19,22,0,0,2,16,0,30,0,7,7,20,21,0,0,2,5.370656370656371,0,25,3,29,259
1439,36,6,101,4,133,57,0,2,18,180,31,1,109,0,51,41,0,2,4,44,0,50,7,22,19,45,26,10,10,7,5.928952042628774,13,30,5,41,563
1440,13,1,34,2,40,14,0,0,7,53,4,0,19,0,33,12,0,0,3,15,0,15,6,1,2,15,9,1,6,2,5.189873417721519,8,13,3,16,158
1441,28,4,70,1,92,48,1,3,10,93,35,2,48,0,49,35,3,2,1,25,0,32,3,14,38,16,44,4,14,4,4.863013698630137,18,29,5,40,511
1442,21,3,49,2,59,50,1,0,10,89,39,0,45,0,22,27,2,0,0,10,0,16,9,5,17,18,18,7,0,4,6.578461538461538,1,29,5,32,325
1443,11,3,37,3,52,30,5,5,19,36,5,1,44,0,38,17,1,0,5,16,0,35,4,7,8,24,14,4,4,3,4.935344827586207,5,13,4,25,232
1444,18,3,31,0,47,21,2,1,3,55,22,1,35,1,27,5,0,0,3,13,0,12,3,5,5,22,11,3,2,3,5.62085308056872,4,21,4,16,211
1445,13,0,24,0,33,11,1,1,9,41,2,0,19,0,23,14,0,0,2,9,0,21,1,6,5,13,3,1,1,2,5.099290780141844,1,9,2,10,141
1446,3,0,6,0,10,2,1,0,4,6,2,0,10,0,12,2,0,0,2,6,0,8,1,0,3,9,2,0,1,0,5.075,1,4,2,8,40
1447,27,0,39,0,52,34,0,1,11,57,22,2,41,0,33,31,1,0,1,28,0,34,6,5,10,22,21,0,4,2,5.311538461538461,4,22,4,26,260
1448,16,2,58,6,49,8,0,0,12,85,29,1,28,0,34,13,0,0,0,17,0,33,13,12,8,17,13,2,3,6,4.656716417910448,2,37,3,17,268
1449,22,2,55,1,41,17,1,1,12,57,5,1,33,1,22,25,1,0,2,24,0,36,6,7,11,19,11,0,8,4,4.925311203319502,11,11,3,19,241
1450,19,1,70,1,67,39,0,1,17,95,6,3,45,0,23,18,1,0,8,23,0,42,14,10,18,12,9,1,6,4,5.700315457413249,7,4,4,25,317
1451,30,2,43,5,60,41,0,1,14,69,8,1,32,0,58,42,0,0,3,24,0,39,4,13,13,40,14,6,5,8,4.658045977011494,7,6,4,32,348
1452,18,3,70,0,96,56,1,3,20,71,22,1,70,1,60,44,5,0,4,38,0,52,15,8,14,45,17,7,9,2,5.37621359223301,7,13,4,42,412
1453,8,2,24,4,31,3,1,0,6,39,2,0,9,1,24,12,0,0,3,7,0,19,1,2,1,14,5,1,1,0,4.026086956521739,0,4,3,9,115
1454,8,0,19,0,27,11,0,0,8,23,5,0,24,0,20,10,0,0,2,5,0,13,5,5,3,12,0,1,2,0,5.347107438016529,2,7,3,12,121
1455,34,3,48,4,84,52,2,1,19,84,12,0,45,0,96,55,0,1,7,31,0,56,4,13,10,47,34,0,11,3,5.227941176470588,11,23,4,46,408
1456,20,0,50,0,50,30,0,1,7,63,16,1,27,1,48,28,0,2,1,13,0,21,10,6,13,30,12,0,3,4,5.176470588235294,6,11,3,33,255
1457,2,1,39,0,55,22,0,0,14,66,8,0,22,0,30,18,0,0,3,21,0,27,6,4,6,10,23,2,2,8,5.495145631067961,6,8,4,17,206
1458,19,1,29,2,36,26,0,2,11,33,3,0,47,0,31,33,0,0,7,21,0,31,5,5,11,26,9,7,4,1,5.11520737327189,5,0,4,22,217
1459,4,0,28,1,27,18,0,0,13,21,3,0,26,0,21,21,0,0,0,16,0,24,2,3,4,10,6,3,0,3,5.0928571428571425,2,0,3,13,140
1460,22,0,27,0,20,17,1,3,6,32,18,0,25,0,50,19,1,0,2,17,0,29,10,4,8,23,3,0,4,9,2.9440789473684212,5,22,3,19,304
1461,15,1,46,1,91,33,1,0,29,45,11,0,70,1,47,42,0,0,2,23,0,56,1,9,26,30,13,15,4,2,6.183800623052959,5,21,4,21,321
1462,15,1,52,2,57,27,0,0,4,68,17,0,32,0,29,17,1,0,0,14,0,19,3,11,8,18,27,5,5,1,5.511811023622047,8,15,4,27,254
1463,9,5,30,0,46,27,1,0,9,54,4,0,28,0,26,25,0,0,0,17,0,23,0,5,9,21,14,1,12,2,6.105769230769231,11,13,3,18,208
1464,13,2,30,0,35,24,1,0,7,54,11,0,25,0,25,15,0,0,0,15,0,16,8,5,9,14,12,1,1,2,5.461538461538462,1,8,4,25,208
1465,7,1,35,0,31,17,0,1,9,46,11,0,33,0,25,17,2,0,9,14,0,19,10,1,9,13,9,3,5,2,5.271794871794872,6,7,4,23,195
1466,8,12,34,1,30,10,0,0,9,44,0,0,7,0,19,19,0,0,0,10,0,16,10,7,1,8,3,5,0,1,4.213235294117647,0,14,3,5,136
1467,15,3,57,0,63,19,5,1,22,64,19,0,46,0,45,28,1,0,5,14,0,37,5,11,4,27,13,4,6,4,4.352112676056338,3,49,3,36,355
1468,11,0,19,2,29,10,0,0,9,18,1,0,14,0,18,12,0,0,1,5,0,17,2,4,5,9,4,1,2,1,4.088495575221239,2,7,3,7,113
1469,14,0,56,6,54,32,0,1,28,67,9,1,50,0,35,26,1,1,5,17,0,43,3,7,10,26,13,4,4,6,5.010273972602739,8,11,3,32,292
1470,25,1,74,6,89,41,1,2,17,80,27,0,50,0,53,35,0,0,4,27,0,41,15,17,18,21,16,6,4,7,5.622641509433962,9,26,4,38,371
1471,9,0,34,4,43,27,0,0,13,55,16,0,32,0,36,20,1,0,1,11,0,22,10,3,8,21,6,3,0,2,5.618421052631579,0,15,4,27,228
1472,10,2,12,0,32,6,1,0,5,31,9,0,11,0,30,12,0,0,2,8,0,16,0,3,2,25,5,3,2,1,3.1739130434782608,3,24,3,14,184
1473,27,2,44,2,74,33,1,3,10,72,15,0,44,2,57,20,0,0,3,29,0,50,6,9,10,22,18,4,3,1,5.2207357859531776,3,8,4,21,299
1474,15,0,25,3,28,16,1,1,11,43,9,0,29,0,46,17,0,0,4,22,0,38,1,8,7,23,7,3,3,3,4.8431372549019605,3,14,3,20,204
1475,15,0,43,5,41,25,0,0,5,66,21,1,38,0,23,7,0,0,1,16,0,22,4,7,3,15,3,1,1,0,5.3940677966101696,1,18,4,21,236
1476,0,0,1,1,3,1,0,0,3,1,1,0,4,0,3,3,0,0,1,2,0,7,0,0,0,1,0,0,1,0,4.611111111111111,1,1,1,3,18
1477,25,5,52,1,49,37,3,3,11,72,15,0,70,0,28,35,1,1,2,23,0,28,7,15,17,25,24,5,6,3,5.966767371601208,7,8,4,28,331
1478,24,1,40,3,50,18,0,0,12,37,22,0,44,1,45,14,0,0,4,18,0,24,6,11,6,31,11,0,5,4,3.4285714285714284,5,24,3,24,315
1479,11,1,29,0,25,21,0,1,16,44,4,0,23,0,18,22,0,0,2,14,0,29,1,5,7,12,1,2,3,2,4.934426229508197,5,8,3,14,183
1480,25,3,52,5,70,26,0,0,20,74,11,1,58,0,60,28,3,0,1,21,0,45,6,14,10,34,16,2,6,8,4.967065868263473,13,13,4,31,334
1481,19,1,45,8,62,35,3,0,8,49,14,0,45,0,55,26,1,0,1,21,0,25,16,16,8,30,17,3,4,6,5.5799256505576205,6,13,5,24,269
1482,11,1,46,1,78,25,0,0,23,62,10,1,58,0,30,23,0,0,4,17,0,47,4,8,14,27,6,5,5,1,5.326164874551972,4,7,4,26,279
1483,14,0,29,1,31,20,1,0,14,46,15,0,31,0,23,22,0,0,3,7,0,21,2,4,1,12,3,2,4,2,4.849740932642487,5,11,4,18,193
1484,30,4,73,1,80,41,1,1,10,110,37,1,40,0,57,34,0,1,5,30,0,38,14,11,15,28,18,3,3,5,5.551546391752577,3,36,4,31,388
1485,18,0,38,0,64,37,1,4,13,69,32,0,22,0,30,27,1,0,1,12,0,21,6,6,13,6,6,0,1,2,4.694117647058824,2,26,4,21,340
1486,4,0,9,0,11,2,1,0,7,14,8,0,8,0,11,9,1,0,0,5,0,13,2,5,5,3,2,1,2,0,2.2684563758389262,2,10,2,6,149
1487,22,0,45,2,32,24,0,0,7,51,23,0,23,0,25,14,0,0,0,12,0,17,3,6,4,16,24,3,3,1,5.186274509803922,3,21,4,20,204
1488,4,0,10,3,13,6,0,0,3,16,5,0,7,0,8,10,0,0,2,4,0,8,2,6,6,5,7,2,4,1,5.454545454545454,4,8,2,6,66
1489,6,0,12,0,26,9,0,1,2,33,10,0,15,0,11,7,1,0,0,6,0,9,5,3,4,7,6,0,0,4,5.452991452991453,1,20,3,16,117
1490,13,0,31,0,31,12,0,0,4,29,11,2,34,0,34,24,2,0,1,8,0,12,2,1,5,21,9,2,3,2,5.859756097560975,5,5,3,20,164
1491,23,2,41,1,53,32,1,0,12,58,11,0,47,0,34,26,0,1,4,22,0,29,3,5,12,34,20,5,11,0,5.472527472527473,12,7,4,22,273
1492,10,2,25,1,42,17,1,1,7,38,3,0,11,0,45,27,0,0,0,10,0,17,5,5,4,21,11,1,4,0,4.638709677419355,4,5,3,16,155
1493,15,0,35,2,39,30,1,1,24,49,16,0,55,0,68,43,0,0,4,21,0,54,6,5,5,41,16,2,8,2,5.298461538461538,7,14,4,53,325
1494,8,1,24,0,22,14,2,0,16,28,3,0,17,0,9,13,0,0,0,5,0,25,2,3,13,5,7,1,0,2,4.463768115942029,1,6,3,15,138
1495,8,1,29,1,43,18,1,1,10,29,5,1,29,0,39,18,0,1,2,5,0,19,2,4,7,25,7,0,5,4,4.852216748768473,6,5,4,19,203
1496,17,0,42,3,44,29,2,0,15,68,23,1,47,0,23,18,2,1,1,18,0,28,1,1,16,15,17,2,2,2,5.076158940397351,2,12,4,37,302
1497,17,0,13,0,5,6,0,0,8,13,2,0,15,0,19,8,0,0,3,10,0,17,1,0,6,12,3,0,9,1,3.980952380952381,9,2,2,9,105
1498,10,3,27,5,42,15,0,0,16,66,4,0,9,1,33,22,0,0,0,15,0,33,2,9,8,25,11,4,5,1,5.019417475728155,7,38,3,13,206
1499,12,3,40,1,45,24,0,1,15,42,12,1,35,0,50,20,0,0,4,22,0,29,4,5,10,31,11,3,5,4,4.7076271186440675,5,17,3,20,236
1500,16,0,35,4,61,40,0,0,12,38,10,1,52,0,23,24,0,0,5,17,0,29,5,5,27,25,12,4,1,3,5.134615384615385,4,7,4,23,260
1501,36,4,62,3,76,19,0,0,14,84,13,0,26,0,98,33,0,0,5,15,0,27,31,7,15,28,13,4,2,7,4.670846394984326,4,11,4,28,319
1502,14,3,30,0,58,29,1,2,7,72,4,0,23,0,35,24,0,1,3,13,0,20,3,7,9,18,18,2,5,4,5.452282157676349,6,8,4,16,241
1503,19,1,54,1,47,30,0,0,18,59,13,1,40,0,23,15,0,0,3,15,0,34,3,3,2,18,13,2,7,2,5.256637168141593,11,24,3,22,226
1504,8,1,14,0,17,11,0,0,4,22,3,0,14,0,16,3,0,0,2,4,0,8,5,0,1,7,4,0,1,0,4.9186046511627906,1,10,3,10,86
1505,15,2,31,0,49,28,0,0,16,24,21,2,40,1,50,46,0,0,3,7,0,31,19,13,10,21,7,1,8,1,4.087378640776699,7,19,3,33,309
1506,7,1,38,2,48,30,1,0,8,62,10,0,19,0,55,15,0,1,1,22,0,21,6,6,10,28,11,4,3,3,4.611320754716981,2,18,4,27,265
1507,33,1,41,0,80,25,6,1,12,74,9,0,59,2,81,19,4,0,7,22,0,29,3,17,7,42,11,6,2,3,4.977635782747604,5,30,3,20,313
1508,13,2,32,0,46,20,2,0,18,43,6,0,49,1,25,18,1,0,2,17,0,36,4,6,5,17,8,3,0,2,5.017937219730942,1,26,4,20,223
1509,35,6,31,6,37,15,2,2,15,62,14,0,26,1,75,29,0,1,4,28,0,46,3,12,9,38,14,0,12,14,4.483443708609271,13,21,3,28,302
1510,10,3,22,3,26,19,2,0,12,24,8,0,27,0,25,14,0,0,1,15,0,26,2,7,11,25,6,4,3,3,4.764705882352941,4,8,3,16,170
1511,16,0,40,9,49,33,0,1,15,51,5,0,38,0,31,20,1,0,4,19,0,30,1,5,5,37,10,4,4,3,5.325,4,17,4,27,240
1512,13,0,14,0,17,18,1,0,9,41,10,0,10,0,24,14,0,0,0,8,0,19,2,5,8,12,12,1,6,0,5.253086419753086,6,11,3,19,162
1513,16,3,37,0,43,20,2,1,5,46,11,1,42,0,19,24,0,1,3,8,0,12,6,4,9,18,7,3,1,3,5.809278350515464,3,10,4,14,194
1514,2,0,18,1,25,8,1,0,13,29,7,1,20,0,27,11,2,1,3,8,0,22,1,6,7,18,5,0,4,1,5.147887323943662,4,9,3,20,142
1515,8,1,41,0,64,32,1,0,15,65,17,0,45,0,43,24,1,0,3,21,0,31,7,12,7,23,10,4,4,1,5.409252669039146,5,19,4,22,281
1516,11,2,34,0,43,18,2,0,10,43,4,0,31,0,44,17,0,0,0,6,0,22,9,4,6,22,9,1,4,5,4.7227722772277225,7,4,4,19,202
1517,9,3,20,0,27,16,1,0,6,31,9,2,27,0,21,16,0,0,3,11,0,19,2,2,1,19,5,1,1,2,4.718085106382978,2,10,4,11,188
1518,26,0,40,2,51,31,1,0,12,38,8,1,44,0,35,23,1,0,4,14,0,28,3,10,6,25,9,8,3,4,5.038961038961039,5,8,4,18,231
1519,16,1,38,3,57,27,0,2,16,78,10,0,18,0,45,26,1,0,2,30,0,47,8,13,10,21,11,8,4,3,4.985401459854015,7,9,4,29,274
1520,22,0,59,6,57,28,2,0,7,56,9,1,59,0,28,25,2,1,7,17,0,28,7,15,13,30,10,4,1,4,5.211111111111111,1,7,4,21,270
1521,29,3,39,1,55,27,4,0,12,70,18,0,35,0,57,30,1,0,4,21,0,32,11,16,16,34,10,3,6,5,5.285234899328859,7,27,4,25,298
1522,11,4,15,2,8,5,2,0,1,20,6,0,7,0,20,8,0,0,1,0,0,3,9,1,5,7,2,0,0,1,3.7865168539325844,0,17,2,4,89
1523,9,0,45,6,48,26,1,2,8,44,7,0,50,0,10,21,3,0,3,8,0,15,4,6,8,21,11,6,0,3,5.367256637168142,1,10,4,23,226
1524,17,0,34,2,43,23,1,1,7,28,14,0,42,0,32,25,0,0,0,6,0,15,1,5,6,20,10,0,4,2,4.751173708920188,4,13,3,19,213
1525,29,3,106,1,110,29,2,0,19,141,20,4,58,0,54,39,7,0,5,25,0,48,11,12,12,41,14,3,6,3,5.708715596330276,7,25,4,46,436
1526,17,3,31,2,39,17,1,0,6,47,12,0,28,0,21,14,0,1,2,10,0,17,2,2,6,18,12,1,4,1,5.56140350877193,5,6,3,17,171
1527,12,2,32,3,32,8,0,2,6,28,2,0,14,0,52,13,0,0,2,20,0,19,28,2,9,15,2,3,1,2,4.142857142857143,1,9,3,18,168
1528,12,0,19,1,47,26,0,0,10,43,4,0,37,0,13,10,1,1,1,6,0,14,0,5,11,15,4,2,1,2,5.917197452229299,3,7,3,11,157
1529,0,0,1,0,0,0,0,0,0,1,121,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1.483116883116883,0,5,2,7,385
1530,12,0,27,2,49,32,1,3,13,43,10,0,42,1,34,12,3,1,3,19,0,27,2,6,10,31,11,8,4,0,4.9375,7,5,4,19,240
1531,7,1,9,3,20,8,2,0,7,15,0,0,7,0,15,7,0,0,1,3,0,12,1,2,2,12,4,2,5,0,4.473684210526316,5,2,3,6,76
