,CC,CD,DT,EX,IN,JJ,JJR,JJS,LS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,sentenceNumber,wordNumber
518,2,1,24,2,23,13,0,1,0,1,25,20,1,16,0,0,2,13,0,0,0,8,7,12,1,8,2,1,0,0,2,6.222222222222222,1,2,8,108
519,4,0,26,1,25,13,0,1,0,3,24,14,0,19,0,0,3,7,0,0,1,10,8,11,7,4,1,0,1,0,0,6.37037037037037,0,0,23,108
520,1,0,7,0,12,5,0,1,0,1,12,9,0,6,0,0,2,4,0,0,0,6,6,4,4,2,1,0,0,0,0,6.294117647058823,0,6,5,51
521,4,1,8,0,8,3,0,0,0,1,4,3,0,2,0,0,6,2,0,0,0,1,3,1,0,0,3,0,0,0,0,5.0,0,1,4,23
522,1,1,10,0,7,7,0,0,0,0,4,10,0,8,0,0,5,4,0,0,0,4,7,9,0,2,1,2,0,0,2,5.74,0,3,8,50
523,3,2,26,0,15,12,0,0,0,6,28,7,0,12,0,0,2,8,0,0,0,6,8,7,3,5,0,0,1,0,1,5.913978494623656,1,0,12,93
524,2,0,25,1,21,15,0,1,0,6,30,9,0,12,0,0,2,13,0,0,2,11,11,4,6,3,1,3,3,0,1,6.183673469387755,1,3,9,98
525,2,1,29,1,35,17,0,1,0,2,35,32,0,22,0,0,3,8,2,0,0,9,9,11,10,4,1,6,1,0,2,6.3076923076923075,1,6,13,143
526,2,0,21,1,16,13,0,0,0,2,19,13,1,12,0,0,2,11,0,0,1,8,7,6,2,3,2,2,2,0,0,6.255813953488372,0,4,12,86
527,5,1,20,0,17,12,0,0,0,1,23,13,0,10,0,0,5,5,0,0,0,7,7,8,2,4,1,1,0,0,1,6.226190476190476,0,2,9,84
528,3,1,18,2,23,15,0,1,0,5,19,8,0,14,0,0,6,12,0,0,1,7,12,9,4,3,3,1,2,0,0,6.146067415730337,2,4,8,89
529,1,0,17,0,18,10,0,0,0,2,20,3,2,10,0,0,0,9,0,0,0,3,4,5,4,5,2,4,0,0,0,6.121621621621622,0,6,7,74
530,4,0,13,1,15,8,0,1,0,1,18,9,0,10,0,0,3,4,0,0,1,4,4,2,4,3,2,8,0,0,0,5.905405405405405,0,10,6,74
531,7,4,37,0,27,25,0,1,0,5,33,16,1,20,0,0,3,10,0,0,3,12,11,15,6,4,0,2,1,1,0,6.048951048951049,2,1,14,143
532,2,0,27,1,29,15,0,0,0,7,25,13,0,13,0,0,12,4,0,1,0,7,12,11,2,2,1,0,1,0,1,6.316326530612245,0,1,12,98
533,1,0,16,3,15,10,0,0,0,5,14,11,0,10,0,0,3,10,0,0,1,3,7,10,3,3,0,1,3,0,1,5.972602739726027,2,2,10,73
534,7,3,31,1,21,13,1,2,0,6,24,22,0,14,0,0,7,11,0,0,1,5,10,9,3,5,2,5,1,0,1,6.169491525423729,1,3,12,118
535,2,1,40,0,27,16,0,2,0,7,41,42,1,23,0,0,2,15,0,0,0,18,19,14,5,6,1,3,2,0,2,6.522222222222222,1,10,18,180
536,5,1,27,1,25,16,0,1,0,5,33,16,1,12,0,0,5,9,0,0,1,11,13,13,4,4,1,3,3,0,0,5.906779661016949,1,7,14,118
537,2,0,15,1,15,9,1,0,0,5,16,3,0,9,0,0,2,3,0,0,0,7,10,7,1,2,0,0,0,0,0,5.967213114754099,0,0,6,61
538,2,2,21,0,22,9,0,0,0,6,35,8,0,12,0,0,6,13,0,0,0,10,13,9,1,4,3,1,0,0,2,6.152380952380953,0,0,11,105
539,6,0,28,1,25,14,0,2,0,4,29,5,0,11,0,0,8,8,1,0,0,12,15,8,4,5,1,3,0,0,0,5.951456310679611,0,3,15,103
540,1,1,19,1,20,19,0,0,0,4,20,10,0,13,0,0,10,8,0,0,0,3,6,13,5,4,0,0,1,0,0,5.819148936170213,1,2,11,94
541,3,2,38,0,26,15,0,0,0,2,33,4,0,13,0,0,7,8,0,0,1,12,10,19,8,5,0,0,0,0,0,6.2592592592592595,0,5,13,108
542,3,1,13,0,11,13,0,0,0,4,19,2,0,9,0,0,2,8,0,1,0,5,7,5,3,2,0,0,0,0,0,6.2388059701492535,0,0,8,67
543,3,2,27,1,18,10,0,0,0,4,40,6,0,14,0,0,5,9,0,0,0,12,13,16,2,12,0,1,4,0,3,6.6902654867256635,3,2,16,113
544,3,0,20,2,23,10,0,2,0,4,18,14,0,16,0,0,2,9,0,0,0,9,7,10,4,9,4,3,2,0,0,6.449438202247191,0,2,8,89
545,10,0,36,0,17,16,0,2,0,3,39,14,0,21,0,0,4,6,0,0,0,12,14,15,4,11,1,2,1,0,0,6.397163120567376,0,10,31,141
546,1,1,13,0,7,4,0,0,0,1,9,12,0,6,0,0,3,3,0,0,1,3,4,6,4,0,0,0,0,0,0,6.043478260869565,0,2,5,46
547,5,1,24,1,21,13,0,1,0,7,24,15,0,17,0,0,2,5,0,1,1,5,11,8,7,11,0,5,0,0,1,6.588235294117647,1,5,17,102
548,2,0,17,0,17,11,1,0,0,2,13,4,0,7,0,0,5,5,0,0,2,7,6,8,3,1,1,1,1,0,1,6.614035087719298,1,1,5,57
549,2,0,18,0,12,6,0,0,0,4,16,13,0,11,0,0,5,6,0,0,0,9,13,8,4,4,0,0,1,0,0,6.430379746835443,0,0,9,79
550,3,0,29,1,25,16,0,1,0,6,30,5,0,14,0,0,0,10,0,0,1,6,9,8,6,9,1,0,1,0,1,6.610526315789474,1,7,10,95
551,1,0,17,0,15,11,0,0,0,1,17,11,0,6,0,0,3,4,0,0,0,3,4,8,0,2,3,1,0,0,0,6.296875,0,3,5,64
552,0,0,14,0,14,4,0,1,0,2,12,14,0,8,0,0,3,2,0,0,1,3,5,3,1,0,0,1,0,0,0,5.945454545454545,0,2,6,55
553,6,1,25,0,21,10,0,0,0,4,19,13,0,12,0,0,3,4,0,0,1,9,8,9,3,3,0,0,2,0,0,6.060975609756097,1,2,9,82
554,1,0,28,0,38,19,0,2,0,6,37,27,0,15,0,0,9,7,0,0,3,7,11,8,6,5,3,5,1,0,1,6.110344827586207,0,6,13,145
555,2,0,18,0,13,16,0,0,0,1,24,4,0,9,0,0,3,9,0,0,0,5,5,7,5,0,2,1,1,0,0,6.561643835616438,0,9,8,73
556,2,0,26,0,13,7,1,1,0,3,15,22,0,6,0,0,4,3,0,0,2,7,10,6,2,2,0,4,0,0,1,5.5,0,4,7,82
557,2,1,9,0,3,3,0,0,0,3,11,0,0,4,0,0,6,2,0,0,2,3,7,5,0,0,0,1,1,0,0,5.4411764705882355,0,0,7,34
558,1,2,29,0,23,8,0,2,0,0,24,24,1,15,0,0,3,6,0,0,0,6,3,14,4,3,1,2,2,0,0,6.214953271028038,1,0,8,107
559,1,1,12,0,18,10,0,0,0,1,13,12,0,17,0,0,6,9,0,0,1,6,5,9,4,4,2,1,0,0,1,6.037037037037037,0,4,11,81
560,1,0,22,2,19,7,0,0,0,2,15,14,0,10,0,0,6,9,0,0,0,7,9,11,7,1,1,0,0,1,2,6.096385542168675,1,4,9,83
561,1,1,18,1,11,3,0,1,0,2,15,4,0,9,0,0,1,9,0,0,1,6,8,6,1,2,0,0,0,0,1,5.87037037037037,0,2,7,54
562,2,0,31,0,23,13,0,1,0,5,30,11,0,16,0,0,5,5,0,0,2,10,13,8,5,2,0,3,0,0,0,6.1454545454545455,0,1,9,110
563,3,0,31,0,21,11,1,0,0,6,36,19,0,15,0,0,3,11,0,0,0,6,11,13,8,6,0,0,4,0,0,6.267175572519084,4,2,13,131
564,2,1,18,0,10,4,0,0,0,2,16,7,0,12,0,0,4,1,0,0,0,12,13,8,2,5,3,0,1,0,0,6.088235294117647,0,3,8,68
565,4,0,34,1,28,15,0,2,0,9,40,20,0,11,0,0,4,6,0,0,1,8,13,6,2,6,0,2,3,0,0,6.090163934426229,3,3,12,122
566,1,1,22,0,12,7,1,0,0,4,18,0,0,12,0,0,4,6,0,0,1,3,7,6,3,4,1,0,2,0,2,5.6571428571428575,0,0,8,70
567,6,0,42,0,38,19,0,1,0,8,38,29,1,24,0,0,3,11,0,0,2,15,19,12,8,6,0,2,1,1,1,6.471337579617835,3,1,14,157
568,0,1,23,1,18,12,0,0,0,2,26,8,0,11,0,0,1,4,0,0,0,7,3,6,4,5,2,1,1,0,1,6.658227848101266,1,3,7,79
569,4,0,25,0,19,6,0,1,0,2,23,12,0,8,0,0,1,5,0,0,1,8,6,6,4,2,1,0,0,0,0,6.902777777777778,0,5,6,72
570,6,1,24,0,28,11,0,1,0,2,33,27,1,12,0,0,2,8,0,0,0,5,6,5,1,3,0,10,1,0,0,6.235294117647059,0,6,10,119
571,2,4,27,0,29,12,1,1,0,2,30,16,0,11,0,0,4,11,0,0,0,4,6,11,5,9,0,1,0,0,1,6.283185840707965,0,3,13,113
572,4,1,13,0,17,7,0,1,0,3,17,3,0,10,0,0,5,5,1,0,0,8,9,5,4,7,1,0,1,0,0,6.985074626865671,1,1,6,67
573,1,0,8,0,6,4,0,0,0,1,5,11,0,6,0,0,0,3,0,0,0,2,3,1,0,0,2,1,0,0,0,6.545454545454546,0,0,4,33
574,2,0,17,0,16,5,0,0,0,2,34,9,0,8,0,0,5,4,0,0,0,12,13,8,1,2,2,0,1,0,0,2.831460674157303,0,5,7,178
575,4,1,30,2,22,23,1,1,0,5,31,28,0,12,0,0,2,10,1,0,1,8,11,11,3,10,1,6,4,0,5,6.110294117647059,1,6,20,136
576,3,2,21,0,18,9,0,0,0,4,26,6,0,17,0,0,2,3,0,0,0,8,8,8,3,5,1,0,3,0,0,6.280898876404494,2,1,12,89
577,5,0,14,1,14,6,0,0,0,0,11,8,0,9,0,0,5,7,0,0,0,5,6,6,2,0,3,0,0,0,0,5.896551724137931,0,2,6,58
578,6,1,28,0,22,11,0,0,0,5,41,11,0,8,0,0,11,10,0,0,1,6,8,12,1,4,3,2,2,1,2,5.942857142857143,1,5,9,105
579,1,0,10,0,8,8,0,2,0,1,9,3,0,6,0,0,1,5,0,0,1,3,3,5,2,1,0,1,0,0,0,5.558139534883721,0,0,5,43
580,6,0,37,1,28,10,1,0,0,7,37,10,0,14,0,0,6,8,0,0,0,6,11,9,5,6,2,3,0,0,1,6.154545454545454,0,3,11,110
581,1,3,4,0,4,2,0,0,0,1,10,6,0,2,0,0,1,2,0,0,0,1,1,3,0,1,0,0,0,0,0,5.366666666666666,0,4,7,30
582,3,0,23,2,18,18,0,0,0,4,25,8,0,8,0,1,12,9,0,0,0,10,11,6,2,7,1,5,1,0,0,6.030927835051546,0,2,14,97
583,5,2,14,0,20,7,0,1,0,5,17,16,0,11,0,0,2,3,0,0,0,8,11,7,1,5,1,0,1,0,0,6.794871794871795,1,1,8,78
584,2,0,15,0,6,4,0,0,0,2,19,3,0,7,0,0,2,3,0,0,0,6,4,7,2,4,2,1,2,0,1,6.232142857142857,0,1,7,56
585,4,1,20,2,17,10,1,1,0,2,24,12,0,10,0,0,4,7,0,0,0,5,6,14,2,5,0,0,0,0,1,5.76595744680851,0,1,9,94
586,1,2,8,0,13,9,1,1,0,2,20,3,1,2,0,0,1,4,0,1,0,0,2,5,2,5,0,1,0,0,2,6.148148148148148,0,7,4,54
587,1,1,37,2,27,12,0,0,0,3,34,17,0,13,0,0,2,3,0,0,0,10,8,13,3,3,1,3,0,0,1,6.113043478260869,0,8,11,115
588,5,0,36,1,27,12,0,0,0,8,35,13,0,14,0,0,3,7,0,0,0,12,16,5,5,7,0,1,0,0,1,6.339285714285714,1,1,16,112
589,8,0,28,0,24,9,0,1,0,4,31,21,0,14,0,0,2,3,0,0,0,4,7,9,3,5,2,4,0,0,0,6.28,0,5,8,100
590,5,0,17,1,23,4,0,0,0,3,20,11,0,18,0,0,8,5,0,0,1,10,14,6,1,7,3,1,0,0,1,6.65934065934066,0,7,9,91
591,3,0,19,0,27,8,0,1,0,3,16,20,0,11,0,0,9,5,0,0,0,4,5,9,10,4,0,3,1,1,1,6.373626373626373,2,5,7,91
592,3,1,22,2,19,13,0,0,0,1,19,21,0,9,0,0,4,11,0,0,0,4,5,11,2,5,1,1,0,0,1,6.638297872340425,0,5,12,94
593,2,0,24,0,13,9,0,1,0,0,20,4,0,14,0,0,1,8,0,0,0,5,4,9,2,3,2,0,1,0,0,7.042857142857143,0,6,6,70
594,3,1,38,2,30,24,0,0,0,5,34,14,1,15,0,0,6,11,0,0,1,11,13,10,5,6,2,9,1,0,1,6.136690647482014,1,2,18,139
595,6,1,18,0,19,7,0,0,0,3,25,10,0,9,0,0,4,3,0,0,1,11,12,10,3,4,1,0,2,0,1,6.2875,2,4,7,80
596,0,5,24,0,31,13,0,1,0,3,36,16,0,7,0,0,7,15,0,2,2,8,5,8,5,10,3,1,0,1,2,5.926605504587156,1,4,9,109
597,4,4,22,1,19,5,0,1,0,1,22,14,0,7,0,0,9,7,0,0,1,4,4,14,5,5,0,0,1,0,3,5.9743589743589745,0,9,7,78
598,0,0,13,0,4,4,0,1,0,0,4,13,0,6,0,0,0,2,0,0,0,4,3,3,1,0,2,1,0,0,1,4.096774193548387,0,4,5,62
599,1,0,7,1,5,3,0,0,0,0,4,0,0,7,0,0,2,4,0,0,0,4,3,3,1,0,1,1,1,0,0,5.6923076923076925,0,1,5,26
