,CC,CD,DT,EX,IN,JJ,JJR,JJS,MD,NN,NNP,NNPS,NNS,NONE,PDT,PRP,RB,RBR,RBS,RP,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WRB,averageWordLength,clauseWordNumber,missSpelling,score,sentenceNumber,wordNumber
505,11,4,17,0,19,11,0,0,5,21,12,0,6,0,0,33,7,0,0,0,9,0,11,18,6,3,4,4,0,1,3,4.9405940594059405,2,12,18,9,101
506,13,2,7,2,18,13,0,0,0,21,7,0,5,0,0,21,18,0,0,1,5,0,12,1,3,4,17,7,2,1,0,5.255102040816326,2,12,8,10,98
507,5,0,11,1,5,7,0,0,1,15,6,0,7,0,0,20,6,0,0,0,3,0,2,17,2,0,6,2,0,0,3,4.714285714285714,1,7,12,16,77
508,4,0,11,0,9,5,0,0,0,19,1,0,2,0,0,8,11,0,0,0,2,0,2,12,1,4,1,0,1,0,2,5.018867924528302,0,2,16,7,53
509,6,5,11,0,11,8,0,0,1,18,0,0,7,0,0,19,6,0,0,1,3,0,5,17,3,0,0,0,0,0,2,4.765625,0,4,14,5,64
510,9,0,13,0,20,9,0,0,1,37,17,0,8,0,0,34,25,0,0,1,10,0,13,14,11,6,9,3,0,0,2,4.732876712328767,1,28,18,12,146
511,15,2,13,1,15,1,0,0,4,26,29,0,8,0,0,29,10,0,0,3,6,0,7,35,2,6,0,1,0,0,2,5.712230215827338,0,29,21,24,139
512,16,0,24,1,29,16,0,0,2,55,18,0,9,0,0,37,19,0,0,3,11,0,8,26,12,7,2,1,1,0,1,5.463855421686747,2,9,24,18,166
513,3,1,6,1,9,3,0,0,0,12,1,0,1,0,0,13,2,0,0,1,1,0,1,13,1,0,0,1,1,0,1,4.205128205128205,0,1,14,6,39
514,5,2,6,0,13,4,0,0,3,15,3,0,4,0,0,11,6,0,1,0,6,0,8,0,1,2,6,2,0,1,1,5.421052631578948,1,1,10,7,57
515,4,3,6,0,12,6,0,0,4,20,4,0,5,0,0,21,9,0,0,0,6,0,10,5,5,0,10,4,0,0,2,4.506329113924051,1,4,14,12,79
516,10,2,10,0,17,8,0,0,1,37,10,0,4,0,0,30,12,1,0,3,6,0,6,17,1,7,2,2,1,0,4,4.647619047619048,1,17,18,12,105
517,2,1,4,0,5,3,0,0,0,8,2,0,3,0,0,2,0,0,1,0,0,0,0,2,1,1,2,4,0,1,0,5.576923076923077,1,1,8,6,26
518,11,5,10,0,20,4,0,0,2,24,1,0,4,0,0,31,9,0,0,2,4,0,10,15,3,1,4,1,1,1,0,4.3164556962025316,1,20,14,4,79
519,8,1,13,0,6,4,0,0,0,26,9,0,2,0,0,20,0,0,0,2,7,0,3,15,1,3,0,1,1,0,5,4.676056338028169,2,6,19,8,71
520,5,4,15,0,18,4,0,0,4,27,6,1,3,0,0,15,5,0,0,1,5,0,11,5,8,1,1,3,0,0,1,5.033707865168539,1,10,10,11,89
521,6,0,8,0,10,3,0,0,1,15,0,0,1,0,0,18,4,0,0,1,4,0,7,13,3,1,2,2,0,0,3,4.52,0,3,18,6,50
522,8,2,23,1,30,12,0,0,5,57,29,0,6,0,0,43,15,0,0,7,5,0,9,40,8,4,5,0,2,0,2,5.0,1,28,23,33,203
523,5,0,16,1,14,10,0,0,1,29,4,0,8,0,0,18,4,0,0,0,10,0,9,2,2,0,12,3,0,0,4,4.928571428571429,2,3,14,8,84
524,11,1,11,1,20,8,2,0,2,22,3,0,10,0,0,44,17,0,0,2,14,0,18,28,8,3,6,1,1,1,4,4.398550724637682,2,8,23,15,138
525,11,1,24,0,19,9,0,1,0,22,9,0,7,0,0,22,4,0,1,1,6,0,4,19,2,1,3,1,0,0,1,4.421686746987952,1,15,18,13,83
526,3,3,12,0,7,5,0,0,0,18,7,0,2,0,0,10,2,0,0,0,3,0,3,5,2,3,4,3,0,0,0,5.305084745762712,0,2,17,10,59
527,0,1,5,0,7,0,0,0,0,8,0,0,2,0,0,3,1,0,0,0,2,0,3,4,1,1,2,0,0,0,2,5.142857142857143,0,1,10,3,21
528,5,3,8,1,15,10,0,1,0,13,2,0,2,0,0,17,6,0,0,2,2,0,1,16,3,4,3,0,0,0,6,4.461538461538462,0,3,16,6,65
529,19,0,9,0,15,8,0,0,0,22,14,0,4,0,0,51,12,0,0,1,7,0,7,36,3,3,3,0,0,0,6,4.27027027027027,0,16,14,14,111
530,5,1,14,0,20,10,1,1,2,26,7,0,5,0,0,20,12,0,0,1,6,0,9,1,2,0,15,6,0,0,2,4.618556701030927,0,7,15,14,97
531,6,7,9,2,20,3,0,0,1,18,5,0,13,0,0,32,9,0,0,0,13,0,9,17,3,2,7,1,0,0,4,4.2254901960784315,0,10,19,14,102
532,6,0,6,0,15,3,1,0,2,25,4,0,1,0,0,20,7,0,0,0,4,0,5,12,1,3,7,0,0,0,2,3.92,0,5,15,7,75
533,10,1,10,0,11,6,1,0,0,25,17,0,4,0,1,32,9,0,0,1,13,0,13,30,3,3,1,0,0,0,2,4.467213114754099,0,19,19,14,122
534,5,0,10,0,15,4,0,0,3,29,9,0,6,0,0,43,11,0,0,1,6,0,11,19,5,2,9,4,0,2,2,4.716535433070866,1,13,17,10,127
535,6,1,21,0,5,5,0,0,2,28,16,0,10,0,0,25,11,0,0,1,13,0,12,27,0,2,8,0,0,1,0,4.352941176470588,1,21,18,15,119
536,3,3,6,0,11,4,0,0,0,11,2,0,3,0,0,17,3,0,0,0,7,0,5,12,0,1,0,1,0,0,0,4.204545454545454,0,7,8,5,44
537,18,0,24,1,15,10,0,0,1,50,29,0,3,0,0,25,13,0,0,1,15,0,11,32,3,9,2,0,0,0,4,5.177215189873418,1,28,22,20,158
538,0,0,4,0,6,1,0,0,0,11,1,0,0,0,0,6,1,0,0,0,1,0,1,2,2,0,5,2,0,1,0,4.766666666666667,1,1,8,5,30
539,7,2,13,0,17,3,1,0,2,25,15,0,5,0,0,30,16,1,0,0,3,0,4,21,9,6,7,1,0,1,2,4.7936507936507935,0,8,23,24,126
540,2,1,6,0,4,3,0,0,1,12,1,0,1,0,0,11,4,0,0,0,8,0,5,10,0,0,0,1,0,0,1,3.9705882352941178,1,0,12,5,34
541,2,1,7,0,22,10,2,0,12,25,2,0,2,0,0,24,5,0,0,0,3,0,16,1,0,1,4,4,1,0,1,5.126760563380282,0,1,9,11,71
542,14,0,5,0,11,7,0,0,0,13,5,0,7,0,0,18,17,0,0,1,4,0,12,0,5,4,8,4,0,0,3,4.632911392405063,1,6,7,2,79
543,7,1,34,2,43,15,0,2,1,51,21,0,7,0,0,48,15,0,0,3,14,0,13,36,11,1,6,7,2,0,4,4.854166666666667,0,21,19,30,192
544,6,1,15,0,15,4,0,0,0,28,4,0,4,0,0,35,5,0,0,2,11,0,6,20,0,1,3,0,0,0,0,4.440476190476191,0,8,16,15,84
545,8,1,12,0,14,6,0,0,1,20,3,0,5,0,1,20,13,0,0,2,7,0,9,16,2,5,3,2,0,1,0,5.035294117647059,1,5,20,16,85
546,6,3,12,2,20,9,0,0,1,32,8,0,8,0,0,29,14,2,0,1,8,0,11,19,5,3,1,2,1,0,0,4.824,0,12,18,21,125
547,7,0,7,0,6,5,0,1,0,17,6,0,5,0,0,26,2,0,0,1,5,0,4,17,6,4,5,0,1,0,2,4.714285714285714,0,10,16,10,77
548,3,3,30,0,34,15,0,0,4,39,5,0,9,0,0,37,12,0,0,3,9,0,13,29,3,8,3,4,2,0,5,5.1257861635220126,1,5,24,21,159
549,0,1,5,0,4,0,0,0,1,9,2,0,2,0,0,7,0,0,0,0,1,0,1,5,3,1,1,1,1,0,1,5.739130434782608,0,3,7,5,23
550,9,1,15,0,24,7,0,0,2,27,9,0,22,0,0,35,10,0,0,0,6,0,9,0,4,0,26,11,1,1,6,5.286885245901639,2,12,11,16,122
551,7,0,6,0,9,10,0,0,3,12,4,0,4,0,0,29,10,0,0,1,10,0,13,12,1,4,5,5,0,0,3,4.551282051282051,1,7,21,10,78
552,11,0,20,3,27,19,1,0,2,45,16,1,14,0,0,52,14,0,0,3,9,0,8,31,11,3,11,2,1,1,3,4.606965174129353,2,29,18,30,201
553,3,3,3,0,5,5,0,1,1,10,1,0,3,0,0,13,4,0,0,0,4,0,8,8,0,1,3,1,0,0,2,4.260869565217392,0,10,15,8,46
554,2,1,3,0,8,0,0,0,2,17,7,0,1,0,0,22,1,0,0,1,0,0,4,15,6,2,1,4,0,0,3,4.238095238095238,0,8,12,10,63
555,0,1,6,0,12,3,0,0,4,18,4,0,1,0,1,21,3,0,0,0,4,0,9,7,1,2,4,0,0,0,1,4.096774193548387,0,15,6,6,62
556,10,3,7,1,4,8,2,0,2,20,21,0,5,0,0,40,11,1,0,0,4,0,4,16,4,1,5,3,0,0,2,4.980769230769231,0,25,16,8,104
557,9,4,16,0,18,8,1,1,0,43,18,0,7,0,0,39,14,0,0,2,9,0,8,14,8,3,15,4,0,0,2,4.563291139240507,0,16,18,22,158
558,1,0,4,1,11,7,1,0,2,19,3,0,3,0,0,23,5,0,0,0,1,0,0,9,0,0,4,2,1,3,2,5.1020408163265305,3,9,12,2,49
559,4,1,21,0,30,4,2,1,2,49,41,0,1,0,0,37,6,3,0,2,9,0,14,33,5,2,9,2,0,1,4,4.824175824175824,2,28,21,19,182
560,1,0,4,0,8,5,0,0,0,15,17,0,3,0,0,12,3,0,0,0,0,0,1,3,3,3,7,1,0,0,1,4.968253968253968,0,20,10,9,63
561,7,1,15,1,26,6,1,3,4,25,12,0,7,0,0,34,14,0,0,1,20,0,25,16,1,3,3,2,2,2,1,4.166666666666667,2,7,20,11,126
562,5,0,6,0,14,8,0,0,1,15,10,0,3,0,0,31,8,0,0,0,7,0,7,19,3,0,4,0,1,0,3,4.49438202247191,0,13,14,12,89
563,11,1,11,1,25,10,0,0,3,32,14,1,5,0,0,45,7,0,0,2,6,0,6,29,7,4,3,2,0,0,0,4.814516129032258,0,13,24,23,124
564,21,0,19,0,24,7,2,0,0,48,11,0,8,1,0,61,24,0,0,3,19,0,21,12,8,1,16,7,1,0,2,4.565217391304348,0,11,22,26,184
565,6,6,17,2,21,3,0,0,1,25,8,0,5,0,0,24,8,1,0,2,13,0,8,15,2,3,7,0,1,0,7,4.9375,0,11,18,10,96
566,4,0,26,0,27,11,1,1,12,49,36,0,10,0,0,29,27,1,0,3,11,0,22,3,11,4,16,16,1,1,2,5.226495726495727,3,42,20,33,234
567,7,1,18,0,32,12,0,0,3,32,7,0,4,0,0,41,13,0,0,0,8,0,11,26,12,7,10,0,1,1,1,4.743801652892562,1,11,22,18,121
568,2,1,8,0,9,4,0,0,0,18,5,0,0,0,0,7,6,0,0,2,7,0,5,12,0,2,0,1,1,1,2,4.163265306122449,1,5,14,10,49
569,3,0,22,1,27,12,1,0,1,42,10,0,5,0,0,33,12,0,0,1,4,0,4,30,5,4,4,0,1,1,3,4.688888888888889,3,19,23,10,135
570,3,0,7,0,11,2,0,0,0,15,3,0,3,0,0,18,7,0,0,0,4,0,3,6,4,3,4,2,0,0,2,4.901960784313726,0,2,17,7,51
571,2,1,4,0,3,2,0,0,0,8,0,0,0,0,0,8,2,0,0,0,2,0,2,4,0,0,3,0,0,0,2,3.92,0,1,9,3,25
572,7,4,18,3,19,12,2,0,3,32,14,0,5,0,0,34,17,0,0,3,17,0,17,22,12,5,2,2,0,0,2,5.046357615894039,0,11,24,21,151
573,2,1,10,0,5,8,0,1,0,15,1,0,0,0,0,9,3,0,0,1,5,0,4,11,1,0,2,0,1,0,2,4.466666666666667,1,4,12,5,45
574,5,2,11,0,11,7,0,0,0,16,10,0,7,0,0,15,7,0,1,0,7,0,5,0,1,0,9,3,0,1,0,5.014705882352941,1,8,16,10,68
575,2,3,3,0,6,2,0,0,1,13,7,0,3,0,0,8,8,0,0,0,4,0,4,5,1,0,3,2,0,0,0,4.9361702127659575,0,7,9,10,47
576,11,2,27,0,25,12,0,1,3,52,5,0,3,0,0,42,22,0,0,2,10,0,16,23,4,7,3,5,5,1,10,5.184049079754601,5,6,21,10,163
577,5,2,7,2,8,2,0,1,0,13,1,0,1,0,0,10,5,1,0,0,2,0,4,11,2,4,0,0,0,0,1,4.3125,0,4,14,7,48
578,6,2,21,1,19,9,1,0,0,24,11,0,6,0,0,17,10,0,0,2,10,0,8,14,4,1,4,2,0,1,4,4.824175824175824,2,7,16,12,91
579,3,2,5,0,14,7,0,0,0,7,6,0,3,0,1,11,6,1,0,0,1,0,2,12,2,1,2,0,0,0,1,4.64,0,3,17,8,50
580,9,1,16,1,24,14,0,0,2,31,20,0,3,0,0,25,12,1,0,3,7,0,10,28,5,6,4,1,0,0,1,4.597315436241611,1,17,18,17,149
581,10,0,9,0,16,9,2,0,0,15,6,0,5,0,0,28,7,2,0,4,4,0,3,20,4,2,0,0,0,0,0,4.891891891891892,0,11,16,6,74
582,3,0,3,0,5,5,0,1,3,8,2,0,2,0,0,8,2,0,0,0,1,0,3,0,1,0,4,2,0,1,1,4.733333333333333,1,8,6,1,30
583,9,0,24,0,27,10,0,0,1,36,28,0,16,0,0,25,10,0,0,7,5,0,7,28,10,2,5,2,0,0,1,5.1572327044025155,1,28,18,19,159
584,11,2,18,1,21,11,0,0,2,39,18,0,7,0,0,50,10,0,0,4,15,0,12,33,8,4,7,1,1,1,5,4.3625,3,15,18,34,160
585,6,1,27,0,38,11,1,0,2,51,29,0,12,0,0,60,10,1,0,5,12,0,14,34,8,8,7,4,1,0,2,4.986238532110092,1,30,24,32,218
586,8,1,2,0,12,7,0,1,1,23,4,0,0,0,0,22,4,0,0,0,3,0,5,17,1,0,5,0,0,0,1,4.4743589743589745,0,7,20,11,78
587,9,1,11,0,9,2,0,0,0,16,4,0,2,0,0,19,8,0,0,0,3,0,3,15,2,3,2,0,0,0,1,4.830188679245283,0,5,9,4,53
588,12,2,18,1,24,9,0,0,2,21,7,0,9,0,0,31,12,0,0,2,7,0,9,29,2,5,5,0,0,0,5,4.223140495867769,0,7,17,19,121
589,3,1,9,1,11,6,1,0,0,14,5,0,6,0,0,19,7,0,0,2,6,0,4,18,5,1,1,0,0,0,1,4.68,0,6,16,9,75
590,1,1,1,0,6,0,0,0,0,5,0,0,1,0,0,4,4,0,0,0,1,0,1,0,3,1,3,3,0,0,0,5.823529411764706,0,1,5,2,17
591,4,2,4,0,8,6,0,0,3,13,5,0,0,0,0,21,6,0,0,0,4,0,8,9,1,0,5,1,0,0,2,3.830769230769231,0,4,13,9,65
592,6,1,4,0,4,2,0,0,0,7,2,0,1,0,0,7,7,0,0,2,4,0,6,6,3,1,0,0,0,0,0,4.6,0,1,12,4,30
593,5,9,11,0,19,2,0,0,4,32,9,0,12,0,0,31,10,0,0,1,2,0,7,21,2,7,5,2,0,0,0,4.7984496124031,0,8,22,26,129
594,3,0,11,1,5,6,0,0,0,18,8,0,2,0,0,10,9,1,0,2,2,0,2,12,1,2,1,0,0,0,0,5.0,0,8,18,11,60
595,1,0,5,0,5,5,0,0,1,14,4,0,2,0,0,9,4,0,0,0,2,0,4,0,1,2,5,3,1,0,1,4.804878048780488,0,0,11,5,41
596,2,0,16,0,16,9,0,0,2,22,21,0,8,0,0,40,17,0,0,0,16,0,14,30,5,2,4,0,1,0,1,4.861788617886178,0,29,16,9,123
597,10,1,2,0,5,9,1,0,0,9,0,0,0,0,0,16,3,0,0,0,4,0,4,6,2,1,4,2,2,0,1,4.729166666666667,0,1,7,9,48
598,6,0,3,0,12,4,0,0,1,17,5,0,0,0,0,25,6,0,0,1,4,0,4,9,2,2,5,4,1,1,4,4.414285714285715,1,8,12,6,70
599,4,0,6,0,5,4,0,0,0,11,1,0,4,0,0,16,11,0,0,1,1,0,1,11,3,0,2,1,0,1,1,4.354166666666667,0,4,17,8,48
600,2,0,12,1,10,4,1,1,0,11,3,0,4,0,0,13,5,0,0,1,6,0,5,15,3,1,0,1,0,0,0,4.653846153846154,0,3,13,11,52
601,10,3,26,1,25,15,1,0,2,54,15,0,8,0,0,39,18,0,0,4,6,0,6,36,10,5,2,0,0,0,3,5.153409090909091,0,14,24,30,176
602,4,0,5,0,9,4,0,0,0,12,0,0,1,0,1,13,4,0,0,0,5,0,5,10,3,1,0,1,0,0,2,4.2894736842105265,0,1,14,3,38
603,14,1,8,0,24,9,2,2,7,28,8,0,16,0,0,48,21,0,0,1,13,0,22,16,0,11,15,9,0,3,9,5.060402684563758,4,16,14,14,149
604,0,0,8,0,15,15,0,1,0,19,8,0,2,0,0,22,5,0,0,2,16,0,11,13,2,0,6,1,0,0,0,4.511627906976744,0,4,12,19,86
605,3,5,12,1,13,3,1,3,1,21,6,0,5,0,0,15,7,0,0,0,3,0,4,12,4,1,5,0,0,0,2,4.620253164556962,0,7,16,8,79
606,3,0,5,0,4,3,0,0,1,15,11,0,2,0,0,6,7,0,0,0,3,0,5,1,2,0,2,2,0,0,0,4.680851063829787,0,8,19,6,47
607,3,1,10,0,15,9,0,0,2,20,3,0,2,0,0,23,13,0,0,2,4,0,5,13,1,3,5,2,1,0,3,4.772151898734177,0,3,20,12,79
608,3,1,9,0,10,2,0,0,0,13,5,0,1,0,0,18,7,0,0,0,2,0,3,14,0,2,3,3,0,0,0,4.464285714285714,0,8,8,8,56
609,13,1,9,1,24,7,1,1,3,20,12,0,9,0,0,30,18,0,1,3,11,0,16,22,2,7,7,1,0,0,2,4.916666666666667,0,11,21,21,132
610,9,3,20,0,27,9,0,0,0,38,5,0,9,0,0,26,20,0,0,1,8,0,5,27,4,5,2,2,0,0,4,4.717741935483871,1,10,16,11,124
611,8,2,19,1,17,7,0,0,3,25,30,0,5,0,0,29,9,0,0,2,10,0,11,35,3,1,3,1,2,1,5,4.524475524475524,3,18,21,23,143
612,12,1,13,0,19,8,0,0,4,32,7,0,5,0,0,49,10,0,0,3,5,0,7,18,4,2,15,4,1,1,5,3.892857142857143,3,13,16,21,140
613,1,1,4,0,8,2,0,0,2,10,6,0,4,0,0,5,1,0,0,0,1,0,1,5,2,0,0,0,0,0,1,5.228571428571429,0,7,14,6,35
614,6,1,20,0,23,13,1,0,1,30,38,0,7,0,0,30,17,0,0,1,11,0,7,22,6,4,8,3,0,0,0,5.620253164556962,0,42,23,24,158
615,8,2,15,2,21,6,2,0,2,25,8,0,5,0,0,19,8,0,0,0,14,0,18,0,8,0,16,7,1,1,4,5.151515151515151,2,5,10,12,99
616,6,4,6,0,10,2,0,0,1,14,3,0,0,0,0,26,6,0,0,5,9,0,11,17,2,3,3,0,1,0,2,3.8421052631578947,0,6,16,7,76
617,7,2,8,0,11,7,0,0,1,20,5,0,2,0,0,16,6,0,1,2,4,0,6,15,4,1,1,3,1,0,2,4.417910447761194,0,5,9,6,67
618,0,1,3,0,6,1,0,0,0,8,2,0,3,0,0,7,1,0,0,0,1,0,1,5,3,2,1,1,0,0,1,4.40625,0,4,9,6,32
619,4,2,18,0,22,5,0,0,1,23,21,0,7,0,0,14,6,0,0,2,6,0,10,19,8,3,5,3,0,0,0,5.644230769230769,0,22,20,13,104
620,4,0,2,0,1,1,0,0,0,7,1,0,0,0,0,9,2,0,0,0,4,0,4,8,0,0,1,0,0,0,2,4.36,0,1,10,2,25
621,18,1,23,0,29,10,3,0,5,57,28,0,10,0,0,47,9,0,0,4,11,0,10,25,11,5,13,5,1,0,2,4.810945273631841,1,25,24,20,201
622,8,2,9,2,18,4,0,0,0,17,3,0,4,0,0,10,6,0,0,1,4,0,4,8,3,0,1,2,0,0,5,4.386363636363637,3,3,10,2,44
623,7,1,9,0,24,10,1,1,4,28,5,0,7,0,0,19,10,1,1,0,7,0,15,2,2,2,10,6,1,0,1,5.382978723404255,0,5,18,10,94
624,4,0,4,0,10,1,0,0,0,14,1,0,3,0,0,18,7,0,0,0,0,0,1,10,0,0,0,3,0,0,3,4.589743589743589,0,10,10,4,39
625,3,0,4,1,3,4,1,0,2,12,4,0,0,0,0,14,4,0,0,1,3,0,4,11,5,1,0,2,1,1,3,4.382978723404255,1,2,16,8,47
626,5,2,14,0,19,7,0,0,1,27,6,0,3,0,0,17,7,0,0,2,1,0,1,10,3,1,2,1,0,0,0,4.51948051948052,0,5,23,10,77
627,5,1,6,0,18,6,2,0,1,18,25,0,3,0,0,18,14,0,0,0,3,0,2,13,9,1,4,2,1,1,2,6.181818181818182,2,33,23,16,110
628,0,0,9,0,6,5,0,0,1,13,6,0,1,0,0,10,3,0,0,0,0,0,2,11,0,0,2,1,0,0,2,4.5227272727272725,0,11,16,5,44
629,3,2,14,0,18,1,0,0,4,26,6,0,6,0,0,24,7,0,0,0,6,0,15,2,1,1,16,4,0,2,4,4.933333333333334,4,4,12,10,75
630,3,1,8,0,11,7,0,0,1,11,7,0,3,1,0,13,4,0,0,0,2,0,2,11,0,0,3,0,0,1,0,2.7875,1,10,15,13,80
631,2,0,4,0,4,4,0,0,1,7,0,0,1,0,0,3,2,0,0,0,1,0,1,1,2,0,2,1,0,0,0,4.62962962962963,0,2,9,3,27
632,1,1,7,0,11,2,3,0,1,13,6,0,5,0,0,4,6,0,0,0,2,0,3,0,1,1,2,8,1,0,0,6.088888888888889,0,8,10,9,45
633,9,1,18,0,29,8,1,0,0,38,12,0,4,0,0,37,7,0,0,5,11,0,8,31,2,3,3,1,0,0,2,4.694656488549619,0,9,20,18,131
634,4,0,6,0,8,5,0,0,0,11,12,0,2,0,0,17,4,0,0,0,9,0,8,13,3,0,0,3,0,0,0,5.0,0,10,13,5,55
635,1,0,4,0,5,5,0,0,3,10,1,0,4,0,0,6,2,1,0,0,1,0,2,1,1,1,4,2,0,0,0,5.225806451612903,0,8,9,7,31
636,11,1,16,1,22,16,0,0,1,39,9,0,8,0,0,24,14,0,0,0,16,0,19,1,2,3,7,18,1,0,5,5.078260869565217,2,4,11,11,115
637,2,0,11,0,23,4,0,0,7,19,3,0,12,0,0,10,6,0,0,0,5,0,12,0,6,2,6,1,0,0,1,5.828947368421052,0,3,11,8,76
638,6,1,22,0,25,6,1,0,0,32,19,0,10,0,1,23,12,0,0,1,5,0,4,21,10,3,6,3,0,0,1,5.3893129770992365,1,24,16,23,131
639,19,5,36,2,37,18,0,0,4,59,47,0,14,0,0,79,29,0,0,4,14,0,15,59,7,11,11,1,4,1,3,5.0,2,53,20,23,275
640,4,3,16,1,20,11,0,1,0,19,6,0,5,0,0,20,12,0,0,0,5,0,5,21,2,5,1,1,0,0,3,4.663157894736842,0,6,17,18,95
641,13,1,22,0,28,16,0,1,2,37,5,0,7,0,1,29,11,0,0,6,10,0,12,21,8,4,5,3,0,0,1,4.9787234042553195,0,10,23,20,141
642,3,2,14,0,11,7,0,0,2,22,8,0,5,0,0,13,7,0,0,0,3,0,6,12,7,3,2,3,0,0,1,4.9397590361445785,0,5,19,16,83
643,8,2,29,1,35,20,0,0,4,41,23,0,14,0,0,47,20,0,0,3,12,0,14,34,15,0,5,2,0,0,3,5.243654822335025,1,15,23,33,197
644,14,3,15,1,18,4,0,2,0,41,9,1,3,0,0,27,5,0,0,3,9,0,8,17,8,1,1,0,1,0,4,5.038461538461538,0,12,19,10,104
645,13,2,23,0,28,18,0,1,2,35,12,0,4,0,0,47,25,0,1,2,12,0,10,38,4,8,4,0,0,1,5,4.425925925925926,2,15,19,24,162
646,7,2,22,0,21,16,0,0,0,34,5,0,3,0,0,36,11,0,0,3,2,0,1,28,2,3,3,1,0,1,1,4.34375,1,16,16,18,128
647,8,0,15,0,9,7,0,0,0,19,11,0,6,0,0,17,12,1,0,1,5,0,2,15,1,3,4,2,0,0,5,4.777777777777778,0,9,15,10,81
648,5,1,9,0,12,7,3,1,4,19,6,0,10,0,0,5,3,1,1,0,3,0,9,1,4,1,6,4,0,1,0,6.417910447761194,0,3,13,10,67
649,12,5,19,0,17,12,1,0,3,28,63,0,10,0,0,28,13,0,0,7,9,0,10,38,9,3,11,2,0,1,1,6.27906976744186,2,95,24,50,258
650,13,3,28,1,29,16,0,3,5,46,14,0,15,0,0,33,23,0,0,0,8,0,11,15,13,6,17,5,1,1,0,5.016483516483516,2,21,24,24,182
651,9,1,14,0,15,11,1,0,1,22,1,0,5,0,1,36,7,0,0,1,2,0,1,21,5,4,4,1,1,0,4,4.719101123595506,0,8,22,10,89
652,12,0,26,1,35,14,1,0,7,76,67,0,9,0,0,32,24,1,0,4,7,0,14,38,9,7,8,5,0,1,2,5.509433962264151,3,63,24,27,265
653,6,1,18,1,18,4,0,0,2,34,2,0,6,0,0,24,7,0,0,0,3,0,5,22,2,0,1,1,0,0,3,4.836734693877551,0,0,13,18,98
654,4,0,5,0,10,3,0,0,0,19,13,0,3,0,0,15,7,0,0,0,5,0,5,16,2,4,1,2,0,1,1,4.740259740259741,1,13,13,7,77
655,5,0,5,0,12,10,0,1,4,16,17,0,4,0,0,36,12,1,0,1,4,0,13,7,3,2,11,6,0,0,1,5.2407407407407405,0,20,22,19,108
656,4,1,1,0,5,1,0,0,0,12,5,0,0,0,0,15,2,0,0,1,3,0,4,9,5,0,2,1,0,1,0,5.315789473684211,1,7,12,2,38
657,4,0,15,1,4,8,0,0,0,18,4,0,0,0,0,12,3,0,0,0,2,0,1,18,1,3,1,0,1,0,1,4.618181818181818,0,2,15,10,55
658,4,0,10,1,18,14,0,0,0,35,21,0,9,0,0,40,14,0,0,4,7,0,7,27,10,2,10,1,0,3,2,4.933333333333334,3,27,16,21,150
659,14,3,23,0,16,7,0,0,0,42,13,0,6,0,0,29,4,0,0,1,10,0,10,28,8,3,4,1,0,0,3,4.953846153846154,1,14,18,16,130
660,0,4,3,0,5,0,0,0,2,18,12,0,0,0,0,10,4,0,0,1,5,0,5,5,2,0,4,0,0,0,1,5.338709677419355,0,15,16,16,62
661,4,0,11,1,16,6,0,0,8,24,2,0,6,0,0,19,16,0,0,0,10,0,17,0,5,4,5,4,0,0,2,4.584158415841584,0,3,18,11,101
662,2,1,8,1,12,13,1,0,1,24,6,0,4,0,0,24,14,0,0,0,4,0,4,20,6,1,2,0,0,0,5,4.846938775510204,1,9,22,15,98
663,8,3,13,2,14,12,1,1,1,23,2,0,6,0,0,31,27,0,0,0,10,0,10,18,2,4,12,3,2,0,4,4.9655172413793105,0,7,19,15,116
664,12,1,12,1,16,10,0,0,2,32,9,0,2,0,0,36,11,0,0,2,4,0,6,25,1,2,5,0,0,0,3,4.09,0,18,19,8,100
665,1,0,9,0,4,7,1,0,1,11,6,1,4,0,0,16,7,0,0,0,1,0,2,13,0,0,3,1,0,1,2,4.854838709677419,1,10,17,19,62
666,8,1,14,0,22,18,1,0,3,27,11,0,8,0,1,51,28,2,0,0,22,0,30,16,6,9,16,6,0,0,2,4.480225988700565,0,5,21,28,177
667,6,0,7,0,12,4,0,0,0,20,2,1,1,0,0,13,14,0,0,0,2,0,1,0,6,0,6,5,0,0,1,5.7924528301886795,0,4,11,5,53
668,3,1,23,0,15,3,1,0,1,35,1,1,0,0,0,14,6,0,0,1,8,0,6,9,4,2,3,2,0,1,2,4.264367816091954,1,20,16,6,87
669,22,0,18,0,26,14,1,0,3,44,22,0,9,0,0,48,21,3,0,4,9,0,13,40,5,7,12,3,0,1,2,5.163366336633663,1,24,23,29,202
670,11,1,10,1,21,8,1,0,0,30,16,0,8,0,0,39,9,0,0,1,9,0,7,29,9,3,4,0,2,0,4,4.579365079365079,2,16,15,19,126
671,19,8,32,0,37,18,4,1,1,70,26,0,18,0,2,72,27,0,0,2,12,0,7,47,10,9,9,10,1,0,4,4.695488721804511,0,35,24,29,266
672,2,0,4,0,3,1,0,0,0,14,3,0,2,0,0,14,3,0,0,0,3,0,4,8,0,0,2,0,0,0,0,3.883720930232558,0,12,8,10,43
673,12,2,25,0,28,9,0,0,5,49,36,0,8,0,0,23,20,0,0,3,15,0,16,35,5,6,1,2,1,0,2,5.130434782608695,0,35,22,23,184
